PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
TGM3E,Pass/Fail Statre 48Hr Acute Mysidopsis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGM3G,Pass/Fail Statre 48Hr Acute Daphnia Species,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGM6B,Pass/Fail Statre 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGM6C,Pass/Fail Statre 48Hr Acute Pimephales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGM6E,Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN3B,Pass/Fail Static Renewal 96Hr Acute Ceriodaphnia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN3E,Pass/Fail Static Renewal 96Hr Acute Mysid. Bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN6B,Pass/Fail Static Renewal 96Hr Acute Menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN6C,Pass/Fail Static Renewal 96Hr Acute Pimephales Promelas,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN6E,Pass/Fail Static Renewal 96Hr Acute Lepomis Macrochi,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN6H,Pass/Fail Static Renewal 96Hr Acute Cyprinella Leedsi,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGO6E,Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGP3B,Pass/Fail Static Renewal 7 Day Chronic Ceriodaphnia,4677,Toxic Organics,Toxic Organics,,No Match (confirmed)
TGP3E,Pass/Fail Static Renewal 7 Day Chronic Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGP3X,Pass/Fail Static Renewal 7 Day Chronic D. Ambigua,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGP6A,Pass/Fail Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGP6B,Pass/Fail Statre 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGP6C,Pass/Fail Statre 7Day Chronic Pimephales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TGP6E,Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGP6H,Pass/Fail Statre 7Day Chronic Cyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
77161,"1,2-Dichloropropene",10692,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP6A,NOEC Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP6B,NOEC Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP6C,NOEC Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPB1A,Noel Sub-Leth 96Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPB1B,Noel Sub-Leth 96Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPC1A,Noel Sub-Leth 4Day Chronic Selen. Capr,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPC1B,Noel Sub-Leth 4Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPE1A,Noel Sub-Leth 1Hr Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPE1B,Noel Sub-Leth 1Hr Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPF1A,"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPF1B,"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. L. Minor",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPG1A,Noel Sub-Leth 1Hr Fert. Test Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPG1B,Noel Sub-Leth 1Hr Fert. Test Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TPP3B,NOEC Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPP3E,NOEC Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPP6A,NOEC Sub-Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPP6B,NOEC Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPP6C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TQB1A,Coef Of Var 96Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQB1B,Coef Of Var 96Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQC1A,Coef Of Var 4Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQC1B,Coef Of Var 4Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQE1A,Coef Of Var 1Hr Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQE1B,Coef Of Var 1Hr Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQF1A,"Coef Of Var 48Hr Chr, 5-7 Day Rec. Selen. Capr",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQF1B,"Coef Of Var 48Hr Chr, 5-7 Day Rec. L. Minor",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQG1A,Coef Of Var 1Hr Fert Test Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQG1B,Coef Of Var 1Hr Fert Test Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQM3D,Coef Of Var Statre 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQM3E,Coef Of Var Statre 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQM6A,Coef Of Var Statre 48Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQM6B,Coef Of Var Static Renewal 48Hr Acute Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TQM6C,Coef Of Var Statre 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQP3B,Coef Of Var Statre 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQP3E,Coef Of Var Statre 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQP6A,Coef Of Var Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TQP6B,Coef Of Var Static Renewal 7Day Chronic Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TQP6C,Coef Of Var Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TR000,"Toxicity, Acute, % Survival",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRA3D,%Surv Static 48Hr Acute Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRB3B,%Surv Static 96Hr Acute Ceriodaphnia Dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,Acute Toxicity-C.dubia-survival
TRB3U,%Surv Static 96Hr Acute Penaeus Vannamei,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRB6C,%Surv Static 96Hr Acute Pimphales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRB6I,%Surv Static 96Hr Acute Oncorhynchus Mykiss,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRB6K,%Surv Static 96Hr Acute Gasterost. Aculeatus,4677,Other,Fuel,,No Match (unconfirmed)
TRB6M,%Surv Static 96Hr Acute Tilapia Mossambica,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRM3B,%Srv Statre 48Hr Acute Ceriodaphnia Dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,Acute Toxicity-C.dubia-survival
TRM3C,%Surv Statre 48Hr Acute Daphnia Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRM3D,%Surv Statre 48Hr Acute Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRM6C,% Surv Statre 48Hr Acute Pimepha Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRN3B,96Hr Acute Ceriodaphn. Dubia % Srv,4677,Aquatic Toxicity,Aquatic Toxicity,,Acute Toxicity-C.dubia-survival
TRN3U,%Surv Statre 96Hr Acute Panaeus Vannamei,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRN6C,% Survival Static Renewal 96Hr Acute Pimephales promelas,4677,Toxic Organics,Toxic Organics,,No Match (confirmed)
TRN6D,%Surv Statre 96 Hr Acute Salmo Gairderi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRN6I,%Surv Statre 96Hr Oncorhynchus Mykiss,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRN6K,%Surv Statre 96Hr Gasterost. Aculeatus,4677,Other,Fuel,,No Match (unconfirmed)
TRN6L,% Surv Statre 96Hr Acute Atherinops Affns,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TRP3B,IC25 Static Renewal 7 Day Chronic Chrceriodaphnia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TRP6C,IC25 Static Renewal 7 Day Chronic Chrpimephales,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TRX6C,% Survival Flow Through 96Hr Acute Pimephales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRX6I,% Survival Flow Through 96Hr Acute Oncorhynchus mykiss,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TRX6K,% Survival Flow Through 96Hr Acute Gasterosteus aculeatus,4677,Other,Fuel,,No Match (unconfirmed)
TS000,"Toxicity, Acute",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSA3B,Static 48Hr Acute Ceriodaphnia Dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSA3C,Static 48Hr Acute Daphnia Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSA3D,Static 48Hr Acute Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSA6C,Static 48Hr Acute Pimephales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSB3Q,Static 96Hr Acute Holmesimysis costata,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSB3U,Static 96Hr Acute Penaeus vannamei,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSB6C,Static 96Hr Acute Pimphales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TSB6J,Static 96Hr Acute Medinia beryllina,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TGR1A,Pass/Fail Static 96Hr Chronic Selen. Capricornutum,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGW6E,Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGX6E,Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGY6E,Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGZ6E,Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
78008,"Endrin ketone, in water",10715,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78024,Hexahydroazepinone,10740,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78028,Tetrachlorobenzene,10166,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78032,"Propane, 2-methoxy-2-methyl",10418,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78036,Methyl ethyl sulfide,11247,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78080,Sulfonyl-bis-benzene,10903,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78099,Trimethoxymethane,11674,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78109,"Allyl chloride, total",10033,Solids,Dissolved Solids,,No Match (unconfirmed)
78111,"N,N-Dimethylformamide",10289,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78113,Ethylbenzene,10157,Toxic Organics,Toxic Organics,Ethylbenzene,No Match (unconfirmed)
78115,"Halogen, total organic",1976,Organics,Other Organics,,No Match (unconfirmed)
78121,o-Xylene + p-Xylene,10904,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78124,Benzene [volatile analysis],603,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78132,"1,4-Xylene",10142,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78133,4-Methyl-2-pentanone,10046,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78136,Trimethylbenzene,10167,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78141,"Organics, total toxic [TTO]",10487,Organics,Other Organics,,No Match (unconfirmed)
78143,Monochlorobenzyl trifluoride,10913,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78144,"Toluene-2,4-diisocyanate",10146,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78145,Tetrasodium EDTA,11349,Solids,Dissolved Solids,,No Match (unconfirmed)
78146,Aminotrol methylene phosphate,10807,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78147,Bis[trichloromethyl] sulfone,11671,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78148,"Chloramine, residual",11079,Inorganics,Disinfectants,,No Match (unconfirmed)
78149,Diethylaminoethanol,11277,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78150,Dyphylline,10707,Uncategorized,Uncategorized,,No Match (unconfirmed)
78151,EDTA,11347,Uncategorized,Uncategorized,,No Match (unconfirmed)
78152,Guafensin,10640,Uncategorized,Uncategorized,,No Match (unconfirmed)
78153,Hydroxyacetophenone,11284,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78154,Mercaptobenzothiazole,10708,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78155,Dichlorobenzyl trifluoride,10923,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78156,N-Alkyldimethylbenzylammonium chloride,12168,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78157,Naphthenic acid,11879,pH,pH,,No Match (unconfirmed)
78159,Niacinamide,10746,Uncategorized,Uncategorized,,No Match (unconfirmed)
78160,Nitrostyrene,10896,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78161,Polymethylacrylic acid,10733,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78162,"Aromatics, substituted",10831,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78163,Sulfabenzamide,10876,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78164,Sulfacetamide,10781,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78165,Sulfathiazole,10948,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78166,"Tetrahydro-3,5-dimethyl-2-hydro-1,3,5-thione",10739,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78167,Theophylline,10706,Uncategorized,Uncategorized,,No Match (unconfirmed)
78168,Carbamates,11047,Uncategorized,Uncategorized,,No Match (unconfirmed)
78169,Sodium-o-PPTH,12518,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78171,"Aromatics, total purgeable",10830,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78194,Trichloromethane,10345,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78198,Heptane,2040,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78200,N-Nitrosodiethylamine,11246,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78202,Ethylene chlorohydrin,11279,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78203,"Halogenated hydrocarbons, total",11404,Organics,COD,,No Match (unconfirmed)
78204,Monochlorotoluene,10921,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78205,Paraben [methyl and propyl],11989,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78206,N-Nitrosopyrrolidine,12166,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78207,N-Nitrosodibutylamine,10677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78213,Monochloroacetic acid [MCAA],10083,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78214,Diethylbenzene,10925,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78215,o-Chlorobenzyl chloride,10912,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78216,Aldrin + Dieldrin,10794,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78217,"Chlorinated pesticides, total",11999,Inorganics,Disinfectants,,No Match (unconfirmed)
78218,"Phenolic compounds, unchlorinated",10397,Inorganics,Disinfectants,,"Phenols, Non-chlorinated"
78219,Isothiazolone,10741,Uncategorized,Uncategorized,,No Match (unconfirmed)
78221,Organic pesticide chemicals [40 CFR455],11910,Uncategorized,Uncategorized,,No Match (unconfirmed)
78222,Organic active ingredients [40 CFR455],11905,Uncategorized,Uncategorized,,No Match (unconfirmed)
78223,Total toxic organics [TTO] [40 CFR413],10487,Organics,Other Organics,,No Match (unconfirmed)
78224,Total toxic organics [TTO] [40 CFR433],10487,Organics,Other Organics,,No Match (unconfirmed)
78225,Total toxic organics [TTO] [40 CFR464a],10487,Organics,Other Organics,,No Match (unconfirmed)
78226,Total toxic organics [TTO] [40 CFR464b],10487,Organics,Other Organics,,No Match (unconfirmed)
78227,Total toxic organics [TTO] [40 CFR464c],10487,Organics,Other Organics,,No Match (unconfirmed)
78228,Total toxic organics [TTO] [40 CFR464d],10487,Organics,Other Organics,,No Match (unconfirmed)
78229,Total toxic organics [TTO] [40 CFR465],10487,Organics,Other Organics,,No Match (unconfirmed)
78230,Total toxic organics [TTO] [40 CFR467],10487,Organics,Other Organics,,No Match (unconfirmed)
78231,Total toxic organics [TTO] [40 CFR468],10487,Organics,Other Organics,,No Match (unconfirmed)
78232,Total toxic organics [TTO] [40 CFR469],10487,Organics,Other Organics,,No Match (unconfirmed)
82202,Rotenone,12523,Uncategorized,Uncategorized,,No Match (unconfirmed)
82203,HMX,10643,Uncategorized,Uncategorized,,No Match (unconfirmed)
79146,4-Methylphenol,10388,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
79531,"3,4-Benzofluoranthene",10110,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
79539,"Acetone, in waste",10051,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCO3C,%Effect Statre 4Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
79618,".beta.-Endosulfan, in waste",10758,Other,Other,,No Match (unconfirmed)
79732,"2,4,5-TP",12156,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
79743,"Glyphosate, total",10297,Uncategorized,Uncategorized,,No Match (unconfirmed)
79744,"Panthalium, total",11986,Uncategorized,Uncategorized,,No Match (unconfirmed)
79745,Neptune Blue,11880,Uncategorized,Uncategorized,,No Match (unconfirmed)
79746,MCPA 2-ethylhexyl ester,12629,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81579,"Dimethyl sulfide, total",11672,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81580,"Dimethyl disulfide, total [DMDS]",11210,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81582,Dioxane,6390,Uncategorized,Uncategorized,,No Match (unconfirmed)
81585,Ethyl acetate,10078,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81586,Ethylmethyldioxolane,10663,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81588,Furfural,10043,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81590,Hexane,2049,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81595,Methyl ethyl ketone,4800,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81596,Methyl isobutyl ketone,10046,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81597,Methyl methacrylate,10060,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81604,n-Pentane,8198,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81607,Tetrahydrofuran,11336,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81610,Trichloropropane,12152,Uncategorized,Uncategorized,,No Match (unconfirmed)
81611,Trichlorotrifluoroethane,11271,Uncategorized,Uncategorized,,No Match (unconfirmed)
81612,Sulfate in sediment,6101,Solids,Dissolved Solids,,No Match (unconfirmed)
81621,"Sulfide, total",6106,Solids,Dissolved Solids,,No Match (unconfirmed)
81639,"Nitrogen Kjeldahl, total [TKN]",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
81646,Surfactants [linear alkylate sulfonate],10954,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81649,PCB-1262,4881,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81651,Bisphenol-A,10387,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81676,ortho-Cresol,12019,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81678,Dehydroabietic acid,10684,pH,pH,,No Match (unconfirmed)
81679,Epichlorohydrin,11921,Uncategorized,Uncategorized,,No Match (unconfirmed)
81680,Dichloroethane,11266,Uncategorized,Uncategorized,,No Match (unconfirmed)
81685,2-Ethoxyethanol,11280,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81686,"cis-1,2-Dichloroethene",10281,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81688,Ethylene glycol,10012,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81690,Cyclohexanone,11129,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81706,Propylene oxide,10370,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81708,Styrene,10155,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81710,.meta.-Xylene,10139,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81711,ortho-xylene,10134,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81758,Ethoprop,12071,Uncategorized,Uncategorized,,No Match (unconfirmed)
81769,"2,4-D, isobutyl ester in sediments",10783,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81795,"Sulfur dioxide, total",12289,Uncategorized,Uncategorized,,No Match (unconfirmed)
81799,"Flow, average stream per composite sample",11311,Flow,Flow,,No Match (unconfirmed)
81815,Orthene,10399,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81848,Trichlorophenol,12042,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81853,Trichloroethane,10267,Uncategorized,Uncategorized,,No Match (unconfirmed)
81870,Tetrachloroguaiacol [4cg] in whole water,12003,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81879,Tetrachlorobiphenyl,12393,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81885,Hexachlorobiphenyl,10624,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81888,Disulfoton,10405,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81890,Monocrotophos,12059,Uncategorized,Uncategorized,,No Match (unconfirmed)
