IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY
Kerosene,Other,Fuel
Evaporation Total,Uncategorized,Uncategorized
Flow Through 96Hr Acute Atherinops Affinis,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flow Through 96Hr Acute Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
"Drilling Fluids, Discharge Rate Occurrences",Other,Other
"[1,1,3,3-Tetramethylbutyl]phenol",Toxic Organics,Toxic Organics
3-methylphenol and 4-methylphenol Combination,Toxic Organics,Toxic Organics
"1,2,3-Trimethyl Benzene",Toxic Organics,Toxic Organics
"Aluminum, potentially dissolvd",Metals,Aluminum
"Arsenic, potentially dissolved",Metals,Arsenic
Gas bubble severity,Other,Fuel
"Barium, potentially dissolvd",Metals,Barium
"Beryllium, potentially dissolvd",Metals,Beryllium
"Cadmium, potentially dissolvd",Metals,Cadmium
"Chromium, trivalent, potentially dissolvd",Metals,Chromium
Sludge build-up in water,Uncategorized,Uncategorized
"Iron, potentially dissolvd",Metals,Iron
"Lead, potentially dissolvd",Metals,Lead
"Manganese, potentially dissolvd",Metals,Manganese
"Mercury, potentially dissolvd",Metals,Mercury
"Nickel, potentially dissolvd",Metals,Nickel
"Selenium, potentially dissolvd",Metals,Selenium
"Thallium, potentially dissolvd",Metals,Thallium
"Uranium, potentially dissolvd",Metals,Uranium
"Odor, atmospheric [severity]",Other,Other
Taste [severity],Uncategorized,Uncategorized
Runoff-spray irrigation field to stream,Uncategorized,Uncategorized
"Fish, dead [severity]",Other,Other
"Phosphorus, dissolved reactive [drp as P]",Nutrients,Phosphorus
"Phosphorous, total, in bottom deposits",Uncategorized,Uncategorized
"Phosphorous, total organic [as P]",Organics,Other Organics
"Phosphate, ortho, dissolved [as P]",Nutrients,Phosphorus
"Carbon, tot organic [TOC] per 1000 gals.",Organics,COD
"Carbon, tot organic [TOC]",Organics,COD
"Carbon, dissolved organic [as C]",Organics,COD
"Carbon, total inorganic [as C]",Organics,COD
Nitrofurans,Toxic Organics,Toxic Organics
Acetic acid,Toxic Organics,Toxic Organics
Boric acid,pH,pH
"Acids, total volatile [as acetic acid]",Toxic Organics,Toxic Organics
"Cyanide, weak acid, dissociable",Inorganics,Toxic Inorganics
"Cyanide, free-water plus wastewaters",Inorganics,Toxic Inorganics
"Cyanide, total [as CN]",Inorganics,Toxic Inorganics
Cyanide in bottom deposits [dry wgt],Inorganics,Toxic Inorganics
"Cyanide, free [amen. to chlorination]",Inorganics,Toxic Inorganics
"Cyanide, dissolved std method",Inorganics,Toxic Inorganics
Cyanide complexed to range of compound,Inorganics,Toxic Inorganics
Cyanate [as OCN],Uncategorized,Uncategorized
Sodium chlorate,Solids,Dissolved Solids
Sodium dichromate,Solids,Dissolved Solids
Sodium nitrite,Solids,Dissolved Solids
Thiocyanate [as SCN],Uncategorized,Uncategorized
Sulfite [as SO3],Uncategorized,Uncategorized
Sulfite [as S],Uncategorized,Uncategorized
"Sulfide, total [as S]",Solids,Dissolved Solids
"Sulfide, dissolved, [as S]",Solids,Dissolved Solids
"Sulfite waste liquor, Pearl Benson index",Uncategorized,Uncategorized
"Hardness, total [as CaCO3]",pH,alkalinity
Nonylphenol,Toxic Organics,Toxic Organics
Sulfolane,Uncategorized,Uncategorized
Potassium Acetate,Toxic Organics,Toxic Organics
Diethylene Glycol,Toxic Organics,Toxic Organics
Pass/Fail Static 48Hr Acute Hyalella azteca,Aquatic Toxicity,Aquatic Toxicity
tert-Butylphenol,Toxic Organics,Toxic Organics
Spray to Rest Ratio,Uncategorized,Uncategorized
PCBs Wet Weather Analysis,Toxic Organics,Toxic Organics
PCBs Dry Weather Analysis,Toxic Organics,Toxic Organics
Azithromycin,Uncategorized,Uncategorized
Carbamazepine,Uncategorized,Uncategorized
Ciprofloxacin,Uncategorized,Uncategorized
Gemfibrozil,Uncategorized,Uncategorized
Ibuprofen,Uncategorized,Uncategorized
Iodinated Contrast Media,Uncategorized,Uncategorized
Lipitor [Atorvastatin Calcium],Metals,Tin
Methadone,Toxic Organics,Toxic Organics
Morphine,Uncategorized,Uncategorized
Ethinyl Estradiol,Uncategorized,Uncategorized
Triclosan,Toxic Organics,Toxic Organics
Nonylphenol Polyethoxylates,Toxic Organics,Toxic Organics
Octylphenol Polyethoxylates,Toxic Organics,Toxic Organics
Polybrominated Diphenyl Ethers,Toxic Organics,Toxic Organics
Estrone,Uncategorized,Uncategorized
Rotenolone,Uncategorized,Uncategorized
4-Chloroaniline,Toxic Organics,Toxic Organics
Amoxicillin,Uncategorized,Uncategorized
Ampicillin,Uncategorized,Uncategorized
Cefadroxil,Uncategorized,Uncategorized
Cefdinir,Uncategorized,Uncategorized
Cefprozil,Uncategorized,Uncategorized
Cephalexin,Uncategorized,Uncategorized
Dicloxacillin,Toxic Organics,Toxic Organics
4-Chlorotoluene,Toxic Organics,Toxic Organics
"2,2'-Oxybis[1-Chloropropane]",Toxic Organics,Toxic Organics
Diethylene Glycol Monoethyl Ether,Toxic Organics,Toxic Organics
Salicylic Acid,Uncategorized,Uncategorized
Chlorine Dioxide Application Rate,Inorganics,Disinfectants
Kappa Factor,Uncategorized,Uncategorized
Compliance With Best Management Practices,Uncategorized,Uncategorized
Rate of Discharge,Uncategorized,Uncategorized
Glutaraldehyde,Toxic Organics,Toxic Organics
"Detergents, Total",Uncategorized,Uncategorized
Pass/Fail Static Renewal 7 Day Chronic Arbacia,Toxic Organics,Toxic Organics
"Stream Flow, Start of Discharge",Flow,Flow
% Survival Static 48Hr Acute Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
"Niobium, Total",Uncategorized,Uncategorized
"pH Range Excursion, Maximum Duration",pH,pH
"Enteric viruses, sludge, dry weight",Pathogens,Pathogens
IC25 Static Renewal 7 Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
IC25 Static Renewal 7 Day Chronic Mysidopsis bahia,Toxic Organics,Toxic Organics
Penoxsulam,Toxic Organics,Toxic Organics
Arochlor 1268,Uncategorized,Uncategorized
Fluridone,Nutrients,Dissolved Oxygen
Triclopyr,Toxic Organics,Toxic Organics
Americium-241,Uncategorized,Uncategorized
Free Oil,Other,Fuel
Polychlorinated Biphenyls [PCBs] Pass/Fail,Inorganics,Disinfectants
Compliance With Part I.B.10.A.?,Uncategorized,Uncategorized
Half Low Flow Pass/Fail Static Renewal 7 Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
Free cationic polymer,pH,pH
Total Petroleum Hydrocarbons - Jet Fuel,Other,Other
"Fuel oil, no. 6",Other,Other
% Survival Flow Through 96Hr Acute Menidia beryllina,Aquatic Toxicity,Aquatic Toxicity
"Fuel oil, no. 5",Other,Other
"Particulate Organic Carbon, Total",Organics,COD
Static 96Hr Acute Cyprinodon variegatus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flow Through 48Hr Acute Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
n-Propyl Bromide,Toxic Organics,Toxic Organics
Priority Pollutant Results,Uncategorized,Uncategorized
"Stream Flow, End of Discharge",Flow,Flow
Static Renewal 7-Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
Carfentrazone,Toxic Organics,Toxic Organics
Plutonium-239,Uncategorized,Uncategorized
Plutonium-238,Uncategorized,Uncategorized
"Fuel oil, no. 2",Other,Other
"Fuel oil, no. 4",Other,Other
"Diesel oil, no. 2",Other,Other
Pass/Fail Static Renewal 96Hr Acute Atherinops affinis,Toxic Organics,Toxic Organics
Dibromoacetic acid [DBAA],Toxic Organics,Toxic Organics
Haloacetic acids [HAA5],Toxic Organics,Toxic Organics
Trichloroacetic acid [TCAA],Toxic Organics,Toxic Organics
Dichloroacetic acid [DCAA],Toxic Organics,Toxic Organics
Monobromoacetic acid [MBAA],Toxic Organics,Toxic Organics
Total Group II Polycyclic Aromatic Hydrocarbons,Organics,COD
BMP Certification Submittal?,pH,pH
Limiting Nutrient [Nitrogen or Phosphorus],Metals,Tin
Sodium Bromide/Sodium Hypochlorite Ratio,Solids,Dissolved Solids
Sodium Absorption Ratio,Solids,Dissolved Solids
Total Group I Polycyclic Aromatic Hydrocarbons,Organics,COD
% Survival Static 24Hr Acute Tripneustes gratilla,Aquatic Toxicity,Aquatic Toxicity
Transparency,Uncategorized,Uncategorized
E. coli exceedances,Pathogens,Pathogens
Seafood Processing Waste,Other,Other
"Evaporation, Accumulated",Uncategorized,Uncategorized
"Arsenic, Inorganic",Metals,Arsenic
"1,2,3-Benzotriazole",Toxic Organics,Toxic Organics
4-Methyl-Benzotriazole,Toxic Organics,Toxic Organics
5-Methyl-Benzotriazole,Toxic Organics,Toxic Organics
Liner Leakage Rate,Uncategorized,Uncategorized
GB Agent,Uncategorized,Uncategorized
VX Agent,Uncategorized,Uncategorized
Diethylenetriamine [DETA],Toxic Organics,Toxic Organics
Dipropylene Glycol,Toxic Organics,Toxic Organics
NOAEL Static 48Hr Acute Americamysis bahia,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Acute  Americamysis bahia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static Renewal 96Hr Acute Holmesimysis costata,Toxic Organics,Toxic Organics
Enterococci - % of upper confidence limit,Pathogens,Pathogens
Calcium Dimethyldithiocarbamate,Metals,Calcium
Cycles Of Concentration,Uncategorized,Uncategorized
5-Chloro-2-methyl-4-isothiazolin-3-one,Toxic Organics,Toxic Organics
2-methyl-4-isothiazolin-3-one,Toxic Organics,Toxic Organics
Calcium sulfate,Metals,Calcium
Sodium dodecylbenzene sulfonate,Toxic Organics,Toxic Organics
Glyoxal,Uncategorized,Uncategorized
"Phosphorus, ortho",Nutrients,Phosphorus
% Survival Static Renewal 96Hr Acute Americamysis bahia,Toxic Organics,Toxic Organics
% Survival Static Renewal 96Hr Acute Holmesimysis costata,Toxic Organics,Toxic Organics
"2-Amino-4,6-dinitrotoluene",Toxic Organics,Toxic Organics
Total Petroleum Hydrocarbons - Waste Oil,Other,Fuel
2-Nitrotoluene,Toxic Organics,Toxic Organics
"1,3-Dinitrobenzene",Toxic Organics,Toxic Organics
"4-Amino-2,6-dinitrotoluene",Toxic Organics,Toxic Organics
3-Nitrotoluene,Toxic Organics,Toxic Organics
4-Nitrotoluene,Toxic Organics,Toxic Organics
Phosphonocarboxylic Acid Salt,Uncategorized,Uncategorized
Phosno-Butanetricarboxylic Acid Salt,Toxic Organics,Toxic Organics
1-Chloro-2-nitrobenzene,Toxic Organics,Toxic Organics
"3,3'-Dimethylbenzidine",Toxic Organics,Toxic Organics
3-Chloroaniline,Toxic Organics,Toxic Organics
Diphenamid,Uncategorized,Uncategorized
m-Toluidine,Uncategorized,Uncategorized
Polyacrylamide,Toxic Organics,Toxic Organics
Guaiacol [2-methoxyphenol],Toxic Organics,Toxic Organics
"Phosphorus, insoluble",Nutrients,Phosphorus
Pass/Fail Static Renewal 96Hr Acute Americamysis bahia,Toxic Organics,Toxic Organics
"Flow rate, domestic",Flow,Flow
"Flash point, deg F [40 CFR 403/261.21]",Uncategorized,Uncategorized
"Nitrogen, total, percent removal [%]",Nutrients,Nitrogen
"Chloride, total recoverable",Solids,Dissolved Solids
"Sediment, suspended",Solids,Suspended Solids
Total Petroleum Hydrocarbons - Diesel and Waste Oil,Other,Other
Perfluorobutane Sulfonate,Toxic Organics,Toxic Organics
Perfluorohexane Sulfonate,Toxic Organics,Toxic Organics
Perfluoroheptane Sulfonate,Toxic Organics,Toxic Organics
Perfluorodecane Sulfonate,Toxic Organics,Toxic Organics
2-[N-ethylperfluorooctanesulfonamido] acetic acid,Toxic Organics,Toxic Organics
2-[N-methylperfluorooctanesulfonamido] acetic acid,Toxic Organics,Toxic Organics
Giardia,Uncategorized,Uncategorized
Dimethyldithiocarbamate,Toxic Organics,Toxic Organics
Static Renewal 96HR Acute Holmesimysis costata,Toxic Organics,Toxic Organics
"Surfactants, nonionic",Toxic Organics,Toxic Organics
"Nitrogen, Kjeldahl,Total  [TKN], insoluble",Nutrients,Nitrogen
Ethyl acrylate,Toxic Organics,Toxic Organics
Sanitary and Domestic Foam or Floating Solids,Other,Other
Pass/Fail Static Renewal 96Hr Acute Cyprinodon variegatus,Toxic Organics,Toxic Organics
Number of pumps in operation,Uncategorized,Uncategorized
Utilization rate,Uncategorized,Uncategorized
Chlorhexidine diacetate,Toxic Organics,Toxic Organics
Coconut Diethanolamide,Uncategorized,Uncategorized
Static Renewal 96Hr Acute Americamysis bahia,Toxic Organics,Toxic Organics
8:2 Fluorotelomer Alcohol,Toxic Organics,Toxic Organics
10:2 Fluorotelomer Alcohol,Toxic Organics,Toxic Organics
8:2 Fluorotelomer Acrylate,Toxic Organics,Toxic Organics
10:2 Fluorotelomer Acrylate,Toxic Organics,Toxic Organics
N-methylperfluorooctane Sulfonamidoethanol,Toxic Organics,Toxic Organics
Perfluoropentanoic acid,pH,pH
Perfluorohexanoic acid,Toxic Organics,Toxic Organics
Perfluoroheptanoic acid,Toxic Organics,Toxic Organics
Perfluorononanoic acid,Toxic Organics,Toxic Organics
Perfluorodecanoic acid,Toxic Organics,Toxic Organics
Perfluoroundecanoic acid,Toxic Organics,Toxic Organics
Perfluorododecanoic acid,Toxic Organics,Toxic Organics
Perfluorotridecanoic acid,Toxic Organics,Toxic Organics
Perfluorotetradecanoic acid,Toxic Organics,Toxic Organics
"Oxygen, dissolved [DO] minimum",Nutrients,Dissolved Oxygen
"Oxygen, dissolved [DO] maximum",Nutrients,Dissolved Oxygen
Ethanolamine,Uncategorized,Uncategorized
Static Renewal 96HR Acute Americamysis bahia,Toxic Organics,Toxic Organics
"Molybdenum, potentially dissolved",Metals,Molybdenum
"Surfactants, anionic",Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Menidia beryllina,Toxic Organics,Toxic Organics
"Flow rate, deck drainage",Flow,Flow
LOEC Lethal Survival Static Renewal 48HR Acute Daphnia magna,Toxic Organics,Toxic Organics
.lambda.-Cyhalothrin,Toxic Organics,Toxic Organics
Diesel Oil Content,Other,Other
Fly ash,Uncategorized,Uncategorized
PCB-Aroclor [mixture unspecified],Toxic Organics,Toxic Organics
"Sludge weight, dry",Uncategorized,Uncategorized
C19-C36 Aliphatics,Toxic Organics,Toxic Organics
"Nitrite plus Nitrate, dry weight [as N]",Nutrients,Nitrogen
NOEC Static Renewal 7Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
"Chromium, total [as Cr] [per discharge]",Metals,Chromium
Florfenicol,Uncategorized,Uncategorized
"Copper, total [as Cu] [per discharge]",Metals,Copper
"Lead, total [as Pb] [per discharge]",Metals,Lead
Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
2-Butoxyethanol,Toxic Organics,Toxic Organics
"Dibenz[a,j]acridine",Toxic Organics,Toxic Organics
Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
NOEC Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
NOEC Lethal Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
Whole Effluent Toxicity [WET] - C. dubia,Aquatic Toxicity,Aquatic Toxicity
Whole Effluent Toxicity [WET] - M. bahia,Aquatic Toxicity,Aquatic Toxicity
Whole Effluent Toxicity [WET] - P. promelas,Aquatic Toxicity,Aquatic Toxicity
C3 Dimer Acid/Salt,Uncategorized,Uncategorized
Free Oil Visual Sheen,Other,Fuel
Thorium-230 + Thorium-232,Metals,Thorium
IC25 Static Renewal 7 Day Chronic Daphnia ambigua,Toxic Organics,Toxic Organics
Peracetic Acid,Toxic Organics,Toxic Organics
C9-C10 Aromatics,Toxic Organics,Toxic Organics
C11-C22 Aromatics,Toxic Organics,Toxic Organics
C5-C8 Aliphatics,Toxic Organics,Toxic Organics
C9-C12 Aliphatics,Toxic Organics,Toxic Organics
Dimethyl Benzyl Ammonium Chloride,Toxic Organics,Toxic Organics
Ethoxylated alkyl quaternary ammonium compound [generic],Toxic Organics,Toxic Organics
"Salts, Water Soluble in Soil",Other,Fuel
Potassium Amyl Xanthate [PAX],Nutrients,Potassium
Methyl Isobutyl Carbinol,Toxic Organics,Toxic Organics
"Nickel, total [as Ni] [per discharge]",Metals,Nickel
3-Methylcholanthrene,Toxic Organics,Toxic Organics
Floating solids or visible foam-visual/days,Other,Other
"Sludge/Solids, depth",Solids,Suspended Solids
"Turbidity, sed stick",Color and Turbidity,Turbidity
N-ethylperfluorooctane Sulfonamidoethanol,Toxic Organics,Toxic Organics
Imidacloprid [Neonicotinoid],Metals,Tin
LC50 Static Renewal 48Hr Acute Daphnia ambigua,Toxic Organics,Toxic Organics
Duration of Oxidant Addition,Uncategorized,Uncategorized
Isopropylamine,Toxic Organics,Toxic Organics
Annual Nitrate Nitrogen Discharged,Nutrients,Nitrogen
C9-C18 Aliphatics,Toxic Organics,Toxic Organics
"Coliform, total - % samples exceeding limit",Toxic Organics,Toxic Organics
Nalco H150M,Toxic Organics,Toxic Organics
NOEC Static Renewal 7Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
"1,3-Butadiene",Toxic Organics,Toxic Organics
"Phosphorus, Total [Avg Seasonal Load Cap]",Nutrients,Phosphorus
"BOD, carbonaceous [5 day, 20 C][per discharge]",Organics,COD
"Solids, total suspended [per discharge]",Solids,Suspended Solids
"Nitrogen, ammonia total [as N] [per discharge]",Nutrients,Nitrogen
"Nitrogen, Kjeldahl, total [as N] [per discharge]",Nutrients,Nitrogen
"Cadmium, total [as Cd] [per discharge]",Metals,Cadmium
"Silver, total [as Ag] [per discharge]",Metals,Silver
"Zinc, total [as Zn] [per discharge]",Metals,Zinc
"Mercury, total [as Hg] [per discharge]",Metals,Mercury
Benzo[rst]pentaphene,Toxic Organics,Toxic Organics
Perylene,Toxic Organics,Toxic Organics
Benzo[j]fluoranthene,Toxic Organics,Toxic Organics
% Survival Static 96Hr Acute Americamysis bahia,Aquatic Toxicity,Aquatic Toxicity
Head Loss,Uncategorized,Uncategorized
Sewer Backups,Uncategorized,Uncategorized
"Oil based fluids, non-aqueous based drilling fluids and cuttings",Other,Other
Corrosion Inhibitor,Uncategorized,Uncategorized
LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
1-Chloropropane,Toxic Organics,Toxic Organics
LOEC Lethal Survival Static Renewal 7 Day Chronic Daphnia magna,Toxic Organics,Toxic Organics
Whole Effluent Toxicity [WET] - D. pulex,Aquatic Toxicity,Aquatic Toxicity
Whole Effluent Toxicity [WET] - M. beryllina,Aquatic Toxicity,Aquatic Toxicity
Penicillin G Potassium,Nutrients,Potassium
"BOD, carbonaceous, 20-day, % Removal",Organics,COD
Fish feed used efficiency,Other,Other
Pass/Fail Static 20 Minute Fertilization Chronic Tripneustes gratilla,Aquatic Toxicity,Aquatic Toxicity
"Solids, total suspended [per season]",Solids,Suspended Solids
"Nitrogen, ammonia total [as N] [per season]",Nutrients,Nitrogen
"BOD, 5-day, 20 deg. C [per season]",Organics,COD
"2,3,7,8-Tetrachlorodibenzo-p-dioxin [per season]",Toxic Organics,Toxic Organics
"Phosphorus, total [as P] [per season]",Nutrients,Phosphorus
%Effect Static Renewal 96Hr Acute Atherinops affinis,Toxic Organics,Toxic Organics
%Effect Static Renewal 96Hr Acute Menidia beryllina,Toxic Organics,Toxic Organics
Pass/Fail Static 48Hr Chronic Haliotis rufescens,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96Hr Acute Holmesimysis costata,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96Hr Acute Menidia beryllina,Aquatic Toxicity,Aquatic Toxicity
Screen Efficiency,Uncategorized,Uncategorized
Fish/Shellfish Impinged,Other,Other
Critical Dilution,Flow,Flow
Crop yield per day,Uncategorized,Uncategorized
%Effect Static 4 Day Chronic Raphidocelis subcapitata,Aquatic Toxicity,Aquatic Toxicity
Poly[hexamethylenebiguanide] hydrochloride,Toxic Organics,Toxic Organics
"Dibenz[a,h]acridine",Toxic Organics,Toxic Organics
"Digester gas, volume",Other,Fuel
Reservoir storage,Uncategorized,Uncategorized
"Volume, total",Uncategorized,Uncategorized
"Dibenzo[a,h]pyrene",Toxic Organics,Toxic Organics
Coagulants added [mass],Toxic Organics,Toxic Organics
Nonylphenol diethoxylate,Toxic Organics,Toxic Organics
"2-Ethyl-9,10-Anthraquinone",Toxic Organics,Toxic Organics
Nitrated Esters [NE],Nutrients,Nitrogen
Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,Toxic Organics,Toxic Organics
Sodium Tolytriazole,Toxic Organics,Toxic Organics
"Cyanide, free [amenable to chlorine]",Inorganics,Disinfectants
Total Production - volume,Uncategorized,Uncategorized
% Effect Static Renewal 96Hr Acute Americamysis bahia,Toxic Organics,Toxic Organics
%Effect Static Renewal 7 Day Chronic Atherinops affinis,Toxic Organics,Toxic Organics
"2,3,7,8-Tetrachlorodibenzofuran [per season]",Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 7 Day Chronic Atherinops affinis,Toxic Organics,Toxic Organics
Pass/Fail Static 48Hr Chronic Macrocystis pyrifera,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Chronic Macrocystis pyrifera,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Chronic Haliotis rufescens,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 20Min Chronic Dendraster excentricus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
%Effect Static 20Min Chronic Strongylocentrotus purpuratus,Aquatic Toxicity,Aquatic Toxicity
%Effect Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
Pass/Fail Static 4 Day Chronic Raphidocelis subcapitata,Aquatic Toxicity,Aquatic Toxicity
Screen Area Blockage,Uncategorized,Uncategorized
Intake Velocity Excusions,Uncategorized,Uncategorized
"Iron, ferrous - present",Metals,Iron
"Dibenzo[a,e]pyrene",Toxic Organics,Toxic Organics
Coagulants added [volume],Toxic Organics,Toxic Organics
Dilantin [Phenytoin],Metals,Tin
Iopromide,Uncategorized,Uncategorized
Meprobamate,Uncategorized,Uncategorized
Trimethoprim,Toxic Organics,Toxic Organics
Iohexol,Uncategorized,Uncategorized
Nonylphenol monoethoxylate,Toxic Organics,Toxic Organics
Octylphenol diethoxylate,Toxic Organics,Toxic Organics
Octylphenol monoethoxylate,Toxic Organics,Toxic Organics
Sulfamethoxazole,Toxic Organics,Toxic Organics
Tris[2-chloroethyl] phosphate [TCEP],Toxic Organics,Toxic Organics
Pass/Fail Static 96Hr Acute Atherinops affinis,Aquatic Toxicity,Aquatic Toxicity
IC25 Pass/Fail Static 24Hr Acute Daphnia pulex,Aquatic Toxicity,Aquatic Toxicity
Chloropicrin,Uncategorized,Uncategorized
IC25 Pass/Fail Static 24Hr Acute Americamysis bahia,Aquatic Toxicity,Aquatic Toxicity
IC25 Lethal Static Renewal 48HR Acute Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
LOEC Lethal Survival Static Renewal 48HR Acute Menidia beryllina,Toxic Organics,Toxic Organics
Pass/Fail Static 48Hr Acute Cyprinodon variegatus,Aquatic Toxicity,Aquatic Toxicity
IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
"2,4-Dinitroanisole",Toxic Organics,Toxic Organics
%Effect Static 72Hr Chronic Dendraster excentricus,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 72Hr Chronic Strongylocentrotus purpuratus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 72Hr Chronic Dendraster excentricus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 72Hr Chronic Strongylocentrotus purpuratus,Aquatic Toxicity,Aquatic Toxicity
"Pass/Fail Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",Aquatic Toxicity,Aquatic Toxicity
"%Effect Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",Aquatic Toxicity,Aquatic Toxicity
"Static 48 Hr Chronic, 5-7 Day Rec. Champia parvula",Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Chronic Mytilus Species,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Chronic Mytilus Species,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Chronic Crassostrea gigas,Other,Fuel
Pass/Fail Static Renewal 7 Day Chronic Holmesimysis costata,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 48HR Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 48Hr Acute Ceriodaphnia dubia,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 48HR Acute Ceriodaphnia dubia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 96Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 96Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
o-Phenylphenol,Toxic Organics,Toxic Organics
Biotic Index,Uncategorized,Uncategorized
Galaxolide,Uncategorized,Uncategorized
"TDCPP [Tris[1,3-dichloro-2-propyl] phosphate]",Toxic Organics,Toxic Organics
TCPP [Tris [1-chloro-2-propyl] phosphate],Toxic Organics,Toxic Organics
APELs Requested?,Uncategorized,Uncategorized
"Radium, total",Other,Radiation
"3,4-Dinitrotoluene",Toxic Organics,Toxic Organics
Total Toxic Organics,Organics,Other Organics
"3,3'-Dimethoxybenzidine",Toxic Organics,Toxic Organics
"4,4'-Methylenebis[2-chloroaniline]",Toxic Organics,Toxic Organics
2-Propen-1-ol,Toxic Organics,Toxic Organics
"Arsenic, trivalent total",Metals,Arsenic
Oryzalin,Uncategorized,Uncategorized
"Algae, suspended",Nutrients,Algae and other Nutrient-related
Thiourea,Organics,Other Organics
Coal ash,Other,Other
Calcium oxide,Metals,Calcium
Iron oxide,Metals,Iron
Magnesium oxide,Metals,Magnesium
Manganese oxide,Metals,Manganese
