PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
51310,2-Chlorobenzene,10151,A,59,,Y,,,,,51310
51315,Di[2-ethylhexyl] phthalate [DEHP],10005,I,59,,Y,,Di[2-ethylhexyl] phthalate [DEHP],Toxic Organics,Toxic Organics,51315
51320,Octylphenol,12040,A,59,,Y,,,,,51320
51340,p-Phenolsulfonic acid,10953,A,59,,Y,,,,,51340
51360,m-Benzenedisulfonic acid,10658,A,59,,Y,,,,,51360
51370,Area of disposal-used,10828,A,146,,Y,,,,,51370
51380,Bicarbonate as [CaCO3],10800,A,59,,Y,,Bicarbonate as [CaCO3],Uncommon,Uncommon,51380
51381,Thionazin,12082,A,59,,Y,,,,,51381
51382,Leptophos,12047,A,59,,Y,,,,,51382
51383,Fenitrothion,12085,A,59,,Y,,,,,51383
51384,Aspon,12405,A,59,,Y,,,,,51384
51385,Monocrotophos,12059,A,59,,Y,,,,,51385
51386,Dichlofenthion,12087,A,59,,Y,,,,,51386
51400,DMR submitted,11199,A,148,,N,,,,,51400
51401,"Zinc, percent removal",6352,A,16,Y,Y,2.0,,,,51401
51402,"Copper, percent removal",1165,A,16,Y,Y,2.0,,,,51402
51403,"Cadmium, percent removal",776,A,16,Y,Y,2.0,,,,51403
51404,"Solids, total suspd. non-volatile",12249,A,59,,Y,1.0,,,,51404
51405,Excess thermal load,11291,A,72,,Y,,,,,51405
51406,Carbonate ion [as CaCO3],11058,A,59,,Y,2.0,Carbonate ion [as CaCO3],Uncommon,Uncommon,51406
51407,Rainfall events,12177,A,140,,Y,,,,,51407
51500,"Flow, total",11324,A,123,N,Y,,"Flow, total",Uncommon,Uncommon,51500
52000,Azide,10835,A,59,,Y,2.0,,,,52000
52010,Ethoxyquin,12170,A,59,,Y,2.0,,,,52010
52020,Freeboard,11335,A,105,,Y,,,,,52020
52030,Furans,10293,A,59,,Y,2.0,,,,52030
52040,"Halogens, total combined",11378,A,59,,Y,2.0,,,,52040
52050,Infiltration capacity,11421,A,97,,Y,,,,,52050
52060,Mix ratio,11683,A,42,,Y,,,,,52060
52070,Moisture content,11685,A,16,,Y,,,,,52070
52080,Number of operating tubes,11903,A,45,,Y,,,,,52080
52090,Octachlorodibenzo-p-dioxin,11163,A,59,,Y,2.0,,,,52090
52100,Octachlorodibenzofuran,11185,A,59,,Y,2.0,,,,52100
52110,Oil & grease [polar],11899,A,59,,Y,1.0,,,,52110
52120,"Organics, total halogens [TOX]",11908,A,59,,Y,2.0,,,,52120
52130,"Pentachlorophenol, removal efficiency",10396,A,16,Y,Y,1.0,,,,52130
52140,"Pressure, casing",12120,A,17,,Y,,,,,52140
52150,Rovral,10680,A,59,,Y,2.0,,,,52150
52170,"Solids, total suspended, loading rate",12254,A,109,,Y,1.0,,,,52170
52190,"Solids, total dissolved [inorganic]",12245,A,59,,Y,1.0,,,,52190
52200,SOPP,12517,A,59,,Y,2.0,,,,52200
52210,"SOPP, loading rate",12517,A,109,,Y,2.0,,,,52210
52220,Tebuconazole,10696,A,59,,Y,2.0,,,,52220
52230,Technetium-99,12368,A,9,,Y,,,,,52230
52240,"Temperature, background",6128,A,2,,Y,,,,,52240
52250,Tetramethyl ammonium hydroxide,11658,A,59,,Y,2.0,,,,52250
52260,Thiabendazole,10698,A,59,,Y,2.0,,,,52260
52270,Thiobendazole,10698,A,59,,Y,2.0,,,,52270
52280,Topsin,11044,A,59,,Y,2.0,,,,52280
52290,Total Petroleum Hydrocarbons - Diesel,12428,A,59,N,Y,1.0,,,,52290
52300,Total Petroleum Hydrocarbons - Gasoline,10485,A,59,N,Y,1.0,,,,52300
52310,Total water accumulations,12431,A,32,,Y,,,,,52310
52320,Total water irrigated,2220,A,95,,Y,,,,,52320
52330,"Turbidity, background",6638,A,30,,N,,,,,52330
52340,"Turbidity, change",12450,A,30,,N,,,,,52340
52350,"Turbidity, increase over background",12452,A,30,,N,,,,,52350
52360,Volume of injected wastewater,12497,A,41,,Y,,,,,52360
52370,Volume,12484,A,65,,Y,,,,,52370
52380,"Volume, daily",12483,A,68,,Y,,,,,52380
52390,Water usage,12504,A,65,,Y,,,,,52390
60050,"Algae, total [cells/mL]",4819,A,22,,Y,,,,,60050
61022,"3,4,6-Trichloroguaiacol, total",12022,A,59,,Y,,,,,61022
61023,"2,4,5-Trichlorophenol",10380,A,59,,Y,,,,,61023
61024,"3,4,5-Trichloroguaiacol",12021,A,59,,Y,,,,,61024
61025,"3,4,6-Trichlorocatechol",10635,I,59,,Y,,,,,61025
61026,"2,3,4,5-Tetrachlorophenol",12002,A,59,,Y,,,,,61026
61162,"1,1-Dichloroethene",10278,A,59,,Y,2.0,,,,61162
61163,"Propylene glycol, total",10639,A,59,,Y,2.0,,,,61163
61164,"Protein, crop crude %",12160,A,16,,Y,,,,,61164
61165,Crop yield,11118,A,100,,Y,,,,,61165
1345,"Debris, floating [severity]",11304,A,55,,N,,,,,1345
49876,Terramycin [1 hour application],10726,A,35,,Y,,,,,49876
51101,Morpholine,11689,A,59,,Y,,,,,51101
51103,"Bromacil, lithium",10713,A,59,,Y,2.0,,,,51103
51104,Bromoxynil octanoate,11894,A,59,,Y,2.0,,,,51104
51106,Dazomet,10739,A,59,,Y,2.0,,,,51106
51107,Nabonate,11050,A,59,,Y,2.0,,,,51107
51108,TCMTB,12401,A,59,,Y,2.0,,,,51108
51109,Industrial contribution % of influent,11419,A,16,,Y,,,,,51109
51110,"Potassium, total [K2O], [water]",12110,A,59,,Y,,,,,51110
51111,Chlorinated paraffin in sludge,11084,A,59,,Y,,,,,51111
51112,"Surface area, square feet",12294,A,54,,Y,,,,,51112
51114,"Stock base fluid, PAH",12274,A,15,,Y,,,,,51114
51115,"Stock base fluid, sediment toxicity",12276,A,15,,Y,,,,,51115
51116,"Stock base fluid, biodegredation rate",12275,A,15,,Y,,,,,51116
51117,"Discharge drill cuttings, sediment toxicity",11202,A,15,,Y,,,,,51117
51118,"Discharge drill cuttings, formation oil",11201,A,55,,N,,,,,51118
51119,"Discharge drill cuttings, formation oil cert",11201,A,55,,N,,,,,51119
51120,"Discharge drill cuttings, base fluids retained",11200,A,151,,Y,,,,,51120
51121,"Seabed survey, industry wide",12202,A,55,,N,,,,,51121
51122,"Seabed survey, 1st suvey w/i 2 wks",12202,A,55,,N,,,,,51122
51123,"Seabed survey, 2ndsuvey w/i 1 yr",12202,A,55,,N,,,,,51123
51124,"Application rate, daily spray irrigation.",10824,A,142,,Y,,,,,51124
51125,"Application rate, weekly spray irrigation.",10824,A,142,,Y,,,,,51125
51126,"Application rate, rate/area sprayed",10824,A,142,,Y,,,,,51126
51127,Priority pollutant chemical specific,12121,A,55,,N,,,,,51127
51128,"Application rate, gallons spray irrigation",10824,A,121,,Y,,,,,51128
51129,Biosolids weight indluding admixtures,661,A,40,,Y,,,,,51129
51130,"Viable helminth ova, sludge, dry weight",11387,A,99,,Y,,,,,51130
51131,"Fecal coliform in sludge, CFU/gram",10287,A,44,,Y,,,,,51131
51132,Cyanuric acid,10647,A,59,,Y,,,,,51132
51133,Blend ratio,10984,A,86,,Y,,,,,51133
51134,Ametryn,10654,A,59,,Y,2.0,,,,51134
51135,Benomyl and carbendazim,10870,A,59,,Y,2.0,,,,51135
51136,Bromoxynil,10966,A,59,,Y,2.0,,,,51136
51137,Busan 40,11048,A,59,,Y,2.0,,,,51137
51138,Busan 85,10188,A,59,,Y,2.0,,,,51138
51139,Chloroneb,10910,A,59,,Y,2.0,,,,51139
51140,Chlorothalonil,10656,A,59,,Y,2.0,,,,51140
51141,DCPA,10023,A,59,,Y,2.0,,,,51141
51142,DEF,12090,A,59,,Y,2.0,,,,51142
51143,Dioxathion,12072,A,59,,Y,2.0,,,,51143
51144,Endothall salts & esters,10763,A,59,,Y,2.0,,,,51144
51145,Fenarimol,10753,A,59,,Y,2.0,,,,51145
51146,Fenvalerate,10941,A,59,,Y,2.0,,,,51146
51147,KN methyl,11052,A,59,,Y,2.0,,,,51147
51148,Linuron,12464,A,59,,Y,2.0,Linuron,Toxic Organics,Toxic Organics,51148
51149,"Methamidophos, organic pesticide",12050,A,59,,Y,2.0,,,,51149
51150,"Nabam, organic pesticide",11049,A,59,,Y,2.0,,,,51150
51151,Norflurazon,10742,A,59,,Y,2.0,,,,51151
51152,Pentachloronitrobenzene [PCNB],10935,A,59,,Y,2.0,,,,51152
51153,Pendimethalin,10887,A,59,,Y,2.0,,,,51153
51154,Phosmet,12074,A,59,,Y,2.0,,,,51154
51155,Prometon,10651,A,59,,Y,2.0,,,,51155
51156,Prometryn,10652,A,59,,Y,2.0,Prometryn,Toxic Organics,Toxic Organics,51156
51157,Pronamide,10873,A,59,,Y,2.0,,,,51157
51158,Propachlor,10774,A,59,,Y,2.0,,,,51158
51159,Propazine,10648,A,59,,Y,2.0,,,,51159
51160,Tebuthiuron,12470,A,59,,Y,2.0,,,,51160
51161,Terbuthylazine,10650,A,59,,Y,2.0,,,,51161
51162,"Terbutryn, organic pesticide",10653,A,59,,Y,2.0,,,,51162
51163,"Triadimefon, organic pesticide",10718,A,59,,Y,2.0,,,,51163
51164,"Ziram, organic pesticide",12516,A,59,,Y,2.0,,,,51164
51165,"SAS - 305, total",10901,A,59,,Y,,,,,51165
51166,"SAS - 305, total in sludge",10901,A,59,,Y,,,,,51166
51167,Operation of turbines,11904,A,148,,N,,,,,51167
51168,Priority pollutants scan [yes/no],12122,A,156,,N,,,,,51168
51169,Hematite Production,11388,A,148,,N,,,,,51169
51170,Filter backwash discharges per day,11297,A,140,,Y,,,,,51170
51171,Water softener backwash,12501,A,126,,Y,,,,,51171
51172,Water backwash,12498,A,135,,Y,,,,,51172
51173,"Cyanide, free available",5123,A,59,,Y,2.0,"Cyanide, free available",Inorganics,Toxic Inorganics,51173
51174,Di[2-ethylhexyl] adipate,11395,A,59,,Y,,Di[2-ethylhexyl] adipate,Uncommon,Uncommon,51174
51175,2-Ethylhexanol,10679,A,59,,Y,,,,,51175
51176,Surfynol 104E,10752,A,59,,Y,,,,,51176
51177,Betzdearborn DG5671,10971,A,59,,Y,,,,,51177
51178,Nonyl phenoxypoly ethanol,11888,A,59,,Y,,,,,51178
51179,Polyethylene glycol,10410,A,59,,Y,,,,,51179
51180,"O,O-Diethyl S-methyl dithiophosphate",12067,A,59,,Y,,,,,51180
51181,Glycol mix applied,1939,A,64,,Y,,,,,51181
51182,Production divided by days operated mo.,12134,A,57,,Y,,,,,51182
51183,Ethyl mercaptan,10268,A,59,,Y,,,,,51183
51184,Acetophene,10959,A,59,,Y,,,,,51184
51185,"Produced water, TDS",12130,A,59,,Y,,,,,51185
51186,"Oxygen demand, nitrogenous, ultimate",11924,A,59,,Y,1.0,,,,51186
51187,"Free oil, dewatering effluent",11334,A,42,,Y,,,,,51187
30347,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",11164,A,59,,Y,2.0,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",Uncommon,Uncommon,30347
30350,"1,2,3,7,8-Pentachlorodibenzofuran",11178,A,59,,Y,2.0,"1,2,3,7,8-Pentachlorodibenzofuran",Uncommon,Uncommon,30350
30351,"2,3,4,7,8-Pentachlorodibenzofuran",11180,A,59,,Y,2.0,"2,3,4,7,8-Pentachlorodibenzofuran",Uncommon,Uncommon,30351
30352,"1,2,3,4,7,8-Hexachlorodibenzofuran",11175,A,59,,Y,2.0,"1,2,3,4,7,8-Hexachlorodibenzofuran",Uncommon,Uncommon,30352
30353,"1,2,3,6,7,8-Hexachlorodibenzofuran",11176,A,59,,Y,2.0,"1,2,3,6,7,8-Hexachlorodibenzofuran",Uncommon,Uncommon,30353
30354,"1,2,3,7,8,9-Hexachlorodibenzofuran",11177,A,59,,Y,2.0,"1,2,3,7,8,9-Hexachlorodibenzofuran",Uncommon,Uncommon,30354
30355,"2,3,4,6,7,8-Hexachlorodibenzofuran",11179,A,59,,Y,2.0,"2,3,4,6,7,8-Hexachlorodibenzofuran",Uncommon,Uncommon,30355
30356,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",11173,A,59,,Y,2.0,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",Uncommon,Uncommon,30356
30357,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",11174,A,59,,Y,2.0,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",Uncommon,Uncommon,30357
30358,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",11165,A,59,,Y,2.0,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",Uncommon,Uncommon,30358
30362,"2,3,7,8-TCDF, sed.",11181,A,59,,Y,2.0,,,,30362
30383,"Benzene, ethylbenzene, toluene, xylene combination",10926,A,59,,Y,2.0,,,,30383
30391,"Chlorosyringaldehyde, effluent",10872,A,59,,Y,2.0,,,,30391
30500,"Coliform, fecal - % samples exceeding limit",10287,A,16,,Y,,"Coliform, fecal - % samples exceeding limit",Toxic Organics,Toxic Organics,30500
31501,"Coliform, total MF, immed, m-endo med 35 C",4146,A,22,,Y,,,,,31501
31502,"Coliform, total 10/mL",4146,A,22,,Y,,,,,31502
31503,"Coliform, total MF, delayed, m-endo med",4146,A,22,,Y,,,,,31503
31504,"Coliform, total MF, immed, les endo agar",4146,A,22,,Y,,,,,31504
31505,"Coliform, tot, MPN, completed, [100 mL]",4146,A,22,,Y,,,,,31505
31612,"Coliform, fecal 10/mL",10287,A,22,,Y,,,,,31612
31613,"Coliform, fecal MF, MFC agar, 44.5 C, 24hr",10287,A,22,,Y,,,,,31613
31615,"Fecal coliform, MPN, EC med, 44.5 C",10287,A,22,,Y,,,,,31615
31616,"Coliform, fecal MF, MFC broth, 44.5 C",10287,A,22,,Y,,,,,31616
31625,"Coliform, fecal MF, MFC, 0.7um",10287,A,22,,Y,,,,,31625
31633,"E. coli, thermotol, MF, MTEC",10251,A,22,,Y,,,,,31633
31639,"Enterococci: group D, MF trans, M-E, EIA",11237,A,22,,Y,,,,,31639
31641,Fecal coliform,10287,A,99,,Y,,,,,31641
31648,"E. coli, MTEC-MF",10251,A,22,,Y,,,,,31648
31662,"Phosphate, tot. bottom sed., dry wt.",5878,A,59,,Y,,,,,31662
31663,"Halogens, tot organics bottom sediment",1976,A,59,,Y,2.0,,,,31663
31666,"Hydrocarbon, total recoverable",11402,A,59,,Y,2.0,,,,31666
31667,"Oil petroleum, total recoverable",3256,A,59,N,Y,1.0,,,,31667
31671,"Streptococci, fecal plate count KF agar",11293,A,22,,Y,,,,,31671
31673,"Streptococci, fecal MF, KF agar, 35C, 48hr",11293,A,22,,Y,,,,,31673
31674,"Streptococci, fecal 10/mL",11293,A,22,,Y,,,,,31674
31675,"Streptococci, fecal MPN, KF broth 35 C",11293,A,22,,Y,,,,,31675
31679,"Fecal streptococci, MF m-enterococcus ag",11293,A,22,,Y,,,,,31679
31751,"Plate count, total 35 deg. C, 24 hour",12098,A,22,,Y,,,,,31751
31760,Klebsiella species,11431,A,22,,Y,,,,,31760
32005,"Carbon, chloroform extractables",6656,A,59,,Y,2.0,,,,32005
32015,Base/neutral compounds,10869,A,59,,Y,2.0,,,,32015
32016,"Fluoride, complex",1822,A,59,,Y,2.0,,,,32016
32017,Sodium chloride [salt],10447,A,59,,Y,1.0,,,,32017
32018,"Fluoride, free",1822,A,59,,Y,1.0,,,,32018
32019,Cyanide and thiocyanate - total,11121,A,59,,Y,2.0,,,,32019
32020,Acid compounds,10789,A,59,,Y,2.0,,,,32020
32021,"Carbon, chloroform extracts, ether insoluble",6656,A,59,,Y,2.0,,,,32021
32101,Dichlorobromomethane,11660,A,59,,Y,2.0,Dichlorobromomethane,Toxic Organics,Toxic Organics,32101
32102,Carbon tetrachloride,10344,A,59,,Y,2.0,Carbon tetrachloride,Toxic Organics,Toxic Organics,32102
32103,"1,2-Dichloroethane",10262,A,59,,Y,2.0,"1,2-Dichloroethane",Toxic Organics,Toxic Organics,32103
32104,Bromoform,11673,A,59,,Y,2.0,Bromoform,Toxic Organics,Toxic Organics,32104
32105,Dibromochloromethane,11664,A,59,,Y,2.0,Dibromochloromethane,Toxic Organics,Toxic Organics,32105
32106,Chloroform,10345,A,59,,Y,2.0,Chloroform,Toxic Organics,Toxic Organics,32106
32209,"Chlorophyll A, corrected",11650,A,59,,Y,,,,,32209
32218,Pheophytin,10745,A,59,,Y,,,,,32218
32230,Chlorophyll A,11650,A,59,,Y,,Chlorophyll A,Uncommon,Uncommon,32230
32231,Chlorophyll B,11649,A,59,,Y,,,,,32231
32232,Chlorophyll C,11097,A,59,,Y,,,,,32232
32240,Tannin and lignin,12364,A,59,,Y,2.0,,,,32240
32250,"Oil, petroleum ether extractables",10364,A,59,N,Y,1.0,,,,32250
32251,Benzofuran,10957,A,59,,Y,2.0,,,,32251
32252,Acrylic polymer in drilling fluids,10734,A,59,,Y,,,,,32252
32253,"Aluminum stearate, wat sol in drill fl",11892,A,59,,Y,,,,,32253
32254,"Cellulose polymer, in drilling fluids",11065,A,59,,Y,,,,,32254
32255,DOS-3 in drilling fluids,11136,A,59,,Y,,,,,32255
32256,Imco Lube 106 in drilling fluids,11412,A,59,,Y,,,,,32256
32257,Imco Lubrikleen in drilling fluids,11413,A,59,,Y,,,,,32257
32258,Imco phos in drilling fluids,11416,A,59,,Y,,,,,32258
32259,Kwik Seal in drilling fluids,11432,A,59,,Y,,,,,32259
32261,Starch in drilling fluids,12270,A,59,,Y,,,,,32261
32262,XC Polymer in drilling fluids,12513,A,59,,Y,2.0,,,,32262
32270,"Chloroform extractables, total",11096,A,59,,Y,2.0,,,,32270
32730,"Phenolics, total recoverable",10397,A,59,,Y,2.0,,,,32730
32731,Phenolics in bottom deposits [dry wgt],10397,A,59,,Y,2.0,,,,32731
34010,Toluene,10161,A,59,,Y,2.0,Toluene,Toxic Organics,Toxic Organics,34010
34011,Halogenated toluene,10930,A,59,,Y,2.0,,,,34011
34030,Benzene,603,A,59,,Y,2.0,Benzene,Toxic Organics,Toxic Organics,34030
34031,Monochlorobenzenes,10151,A,59,,Y,2.0,Monochlorobenzenes,Uncommon,Uncommon,34031
4240,Acetochlor,10076,A,59,,Y,,,,,4240
49877,"Chloramine, total",11079,A,35,,Y,,,,,49877
1350,Turbidity [severity],12449,A,133,,Y,,,,,1350
1351,Stream flow [severity],12278,A,50,,Y,,,,,1351
1352,Discharge flow as % of stream flow,11204,A,87,,Y,,Discharge flow as % of stream flow,Uncommon,Uncommon,1352
1355,"Ice cover, floating or solid [severity]",11417,A,132,,Y,,,,,1355
1501,"Alpha, total",10804,A,9,,Y,,,,,1501
1502,"Alpha, total, counting error",10805,A,9,,Y,,,,,1502
1503,"Alpha, dissolved",10804,A,9,,Y,,,,,1503
1505,"Alpha, suspended",10804,A,9,,Y,,,,,1505
1523,"Silver, ionic",12212,A,59,,Y,2.0,,,,1523
3501,"Beta, total",10969,A,9,,Y,,,,,3501
3502,"Beta, total, counting error",10970,A,9,,Y,,,,,3502
3503,"Beta, dissolved",10969,A,9,,Y,,,,,3503
3505,"Beta, suspended",10969,A,9,,Y,,,,,3505
3520,"Radiation, gross beta",10969,A,9,,Y,,"Radiation, gross beta",Other,Other,3520
3556,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",10239,I,59,,Y,2.0,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",Toxic Organics,Toxic Organics,3556
3582,Oil and grease,10364,A,59,,Y,1.0,Oil and grease,Other,Fuel,3582
3593,"Toxics, percent removal",12444,A,16,Y,Y,2.0,,,,3593
3594,"Halogens, adsorbable organic",10091,A,59,,Y,2.0,,,,3594
3595,Bioassay [96 hr],10976,A,153,,Y,,,,,3595
3596,Bioassay [48 hr],10975,A,153,,Y,,,,,3596
3597,Bioassay [24 hr],10974,A,153,,Y,,,,,3597
3598,Toxicity,4245,A,153,,Y,,Toxicity,Aquatic Toxicity,Aquatic Toxicity,3598
3599,"Toxicity, choice of species",12435,A,153,,Y,,,,,3599
3600,"Toxicity, trout",12443,A,153,,Y,,,,,3600
3601,"Toxicity, sand dollar",12442,A,153,,Y,,,,,3601
3602,Biochemical oxygen demand,10178,A,148,,N,,,,,3602
3603,Total suspendable solids,10486,A,148,,N,,,,,3603
3604,Total phenols,10397,A,59,,Y,2.0,,,,3604
3605,Flow meter calibration,11306,A,148,,N,,,,,3605
3607,"Stickwater, effluent percent recycled",12272,A,60,,Y,,,,,3607
3608,"Stickwater, effluent volume recycled",12273,A,121,,Y,,,,,3608
3609,"Production, seafood effluent",12135,A,57,,Y,,,,,3609
3610,Dioxin,10239,A,59,,Y,2.0,Dioxin,Toxic Organics,Toxic Organics,3610
3612,p-Dichlorobenzene,10140,I,59,,Y,2.0,,,,3612
3613,"Solids, total dissolved, total tons",12246,A,118,,Y,1.0,,,,3613
3614,"2,4,5-Trichlorophenoxypropionic acid",12156,A,59,,Y,2.0,,,,3614
3615,"2-Methyl-4,6-dinitrophenol",10384,A,59,,Y,2.0,"2-Methyl-4,6-dinitrophenol",Toxic Organics,Toxic Organics,3615
3768,"Purgeable hydrocarbons, Meth. 601",11406,A,59,,Y,2.0,,,,3768
3771,Purgeable aromatics Method 602,10830,A,59,,Y,2.0,,,,3771
3772,Temp. diff. between up/down stream deg. F,12374,A,8,,Y,,,,,3772
3773,Chlorine produced oxidants,11091,A,59,,Y,,,,,3773
3777,"1,2-Dichloropropylene",10692,A,59,,Y,2.0,,,,3777
3809,"Amyl acetate, total",10086,A,59,,Y,,,,,3809
3811,"Toxicity, salmo acute",12440,A,153,,Y,,,,,3811
3812,"Toxicity, salmo chronic",12441,A,153,,Y,,,,,3812
3818,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",11163,A,59,,Y,2.0,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",Uncommon,Uncommon,3818
3820,Human enteric virus,12477,A,22,,Y,,,,,3820
3821,Dichloromethane,10340,A,59,,Y,2.0,Dichloromethane,Uncommon,Uncommon,3821
3823,"Hydrazines, total",11401,A,59,,Y,2.0,,,,3823
3824,Tributyltin,12269,A,59,,Y,2.0,Tributyltin,Metals,Tin,3824
3864,"1,2-cis-Dichloroethene",10281,A,59,,Y,,,,,3864
3908,4-Isopropyltoluene,10918,I,59,,Y,,,,,3908
3980,4-Isopropyltoluene,10918,A,59,,Y,,,,,3980
4010,"Prometryn, total recoverable",10652,A,78,,Y,,,,,4010
4024,"Propachlor, total recoverable",10774,A,78,,Y,,,,,4024
4037,"Prometon, total recoverable",10651,A,78,,Y,,,,,4037
4041,Cyanazine,12154,A,59,,Y,2.0,,,,4041
4083,Chlorfenvinphos,12055,A,59,,Y,,,,,4083
4094,"Dicamba, 5-hydroxy-, total recoverable",10958,A,59,,Y,,,,,4094
4101,"Fenarimol, total recoverable",10753,A,78,,Y,,,,,4101
4138,Number of batches,11889,A,113,,Y,,,,,4138
4141,"Chlorine, free residual, total effluent",928,A,59,,Y,2.0,,,,4141
4146,"Isopropyl acetate, total effluent",10785,I,59,,Y,,,,,4146
4147,Methyl cellosolve,11281,A,59,,Y,,,,,4147
4150,o-Dichlorobenzene,10133,A,59,,Y,,,,,4150
4155,"Pentane, total effluent",8198,A,59,,Y,2.0,,,,4155
4157,Phosphorus [reactive as P],5889,A,59,,Y,1.0,,,,4157
4160,"Halocarbons, purgeable scan, effluent",11376,A,148,,N,,,,,4160
4161,"Halocarbons, purgeable scan, sludge",11376,A,148,,N,,,,,4161
4162,"Aromatic, purgeable scan, effluent",10830,A,148,,N,,,,,4162
4163,"Aromatic, purgeable scan, sludge",10830,A,148,,N,,,,,4163
4164,"Phenolic, total scan effluent",10397,A,148,,N,,,,,4164
4165,"Phenolic, total scan sludge",10397,A,148,,N,,,,,4165
4166,"PCB, total, scan effluent",10001,A,150,,Y,,,,,4166
4167,"PCB, total sludge, scan code",10001,A,148,,N,2.0,,,,4167
4174,Free liquids in sludge,11333,A,156,,N,,,,,4174
4175,"Phosphate, ortho [as P]",5878,A,59,,Y,1.0,"Phosphate, ortho [as P]",Uncommon,Uncommon,4175
4184,Triallate,11054,A,59,,Y,,,,,4184
4196,"U-236, total wtr",12461,A,9,,Y,,,,,4196
4223,Total residual ooxidant-discharge time,12416,A,51,,Y,,,,,4223
4224,"Dicyclohexylamine, total",11123,A,59,,Y,2.0,,,,4224
4239,"Misc. free oil in Western GOM, OCS",11682,A,42,,Y,,,,,4239
51100,"Nitrogen, total, as NO3, [water]",5713,A,59,,Y,,,,,51100
39514,"PCB-1016, bot. sed., dry weight",448,A,59,,Y,,,,,39514
39516,Polychlorinated biphenyls [PCBs],10001,A,59,,Y,2.0,Polychlorinated biphenyls [PCBs],Inorganics,Disinfectants,39516
39519,PCBs in bottom deps. [dry solids],10001,A,150,,Y,2.0,,,,39519
39524,Polybrominated diphenyl oxides,10902,A,59,,Y,2.0,,,,39524
39530,Malathion,10992,A,59,,Y,2.0,Malathion,Toxic Organics,Toxic Organics,39530
39540,Parathion,10407,A,59,,Y,2.0,Parathion,Uncommon,Uncommon,39540
39560,Demeton,12080,A,59,,Y,2.0,Demeton,Uncommon,Uncommon,39560
39570,Diazinon,10408,A,59,,Y,2.0,Diazinon,Toxic Organics,Toxic Organics,39570
39580,Guthion,10406,A,59,,Y,2.0,Guthion,Uncommon,Uncommon,39580
39600,Methyl parathion,10409,A,59,,Y,2.0,Methyl parathion,Uncommon,Uncommon,39600
39610,Mevinphos,10722,A,59,,Y,,,,,39610
39620,TEPP,11196,A,59,,Y,,,,,39620
39632,"Atrazine, dissolved",10015,A,59,,Y,2.0,,,,39632
39640,Captan,10704,A,59,,Y,2.0,,,,39640
39650,Diuron,12463,A,59,,Y,2.0,Diuron,Toxic Organics,Toxic Organics,39650
39700,Hexachlorobenzene,10159,A,59,,Y,2.0,Hexachlorobenzene,Uncommon,Uncommon,39700
39701,"Hexachlorobenzene, dry weight",10159,A,59,,Y,2.0,,,,39701
39702,Hexachlorobutadiene,10017,A,59,,Y,2.0,Hexachlorobutadiene,Toxic Organics,Toxic Organics,39702
39705,"Hexachlorobutadiene, dry weight",10017,A,59,,Y,2.0,,,,39705
39720,Picloram,10737,A,59,,Y,,Picloram,Uncommon,Uncommon,39720
39730,"2,4-Dichlorophenoxyacetic acid",10080,A,59,,Y,2.0,"2,4-Dichlorophenoxyacetic acid",Uncommon,Uncommon,39730
39740,"2,4,5-T",10079,A,59,,Y,2.0,,,,39740
39750,Sevin,10681,A,59,,Y,2.0,Sevin,Uncommon,Uncommon,39750
39755,Mirex,10014,A,59,,Y,2.0,Mirex,Uncommon,Uncommon,39755
39760,Silvex,12156,A,59,,Y,2.0,,,,39760
39770,Dacthal,10023,A,59,,Y,2.0,Dacthal,Toxic Organics,Toxic Organics,39770
39780,Dicofol,10946,A,59,,Y,,,,,39780
39782,Lindane,10228,A,59,,Y,2.0,Lindane,Uncommon,Uncommon,39782
39786,Trithion,12077,A,59,,Y,2.0,,,,39786
39793,Chloroethylenebisthiocyanate,12402,A,59,,Y,2.0,,,,39793
39794,Sodium pentachloro- phenate,12041,A,59,,Y,2.0,,,,39794
39800,Imidan,12074,A,78,,Y,,,,,39800
39810,".gamma.-Chlordane, whole water",10749,A,59,,Y,2.0,,,,39810
39930,Pyrethrins,12164,A,59,,Y,2.0,,,,39930
39941,Roundup,10297,A,59,,Y,2.0,,,,39941
39942,"Hydrocarbons, aromatic",10829,A,59,,Y,2.0,,,,39942
45013,Isopropyl acetate,10785,A,59,,Y,2.0,,,,45013
45019,Isooctane,11429,A,59,,Y,2.0,,,,45019
