PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG
3612,p-Dichlorobenzene,10140,I,59,,Y,2
3613,"Solids, total dissolved, total tons",12246,A,118,,Y,1
3614,"2,4,5-Trichlorophenoxypropionic acid",12156,A,59,,Y,2
3615,"2-Methyl-4,6-dinitrophenol",10384,A,59,,Y,2
3768,"Purgeable hydrocarbons, Meth. 601",11406,A,59,,Y,2
3771,Purgeable aromatics Method 602,10830,A,59,,Y,2
3772,Temp. diff. between up/down stream deg. F,12374,A,8,,Y,
3773,Chlorine produced oxidants,11091,A,59,,Y,
3777,"1,2-Dichloropropylene",10692,A,59,,Y,2
3809,"Amyl acetate, total",10086,A,59,,Y,
3811,"Toxicity, salmo acute",12440,A,153,,Y,
3812,"Toxicity, salmo chronic",12441,A,153,,Y,
3818,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",11163,A,59,,Y,2
3820,Human enteric virus,12477,A,22,,Y,
3821,Dichloromethane,10340,A,59,,Y,2
3823,"Hydrazines, total",11401,A,59,,Y,2
3824,Tributyltin,12269,A,59,,Y,2
3864,"1,2-cis-Dichloroethene",10281,A,59,,Y,
3908,4-Isopropyltoluene,10918,I,59,,Y,
3980,4-Isopropyltoluene,10918,A,59,,Y,
4010,"Prometryn, total recoverable",10652,A,78,,Y,
4024,"Propachlor, total recoverable",10774,A,78,,Y,
4037,"Prometon, total recoverable",10651,A,78,,Y,
4041,Cyanazine,12154,A,59,,Y,2
4083,Chlorfenvinphos,12055,A,59,,Y,
4094,"Dicamba, 5-hydroxy-, total recoverable",10958,A,59,,Y,
4101,"Fenarimol, total recoverable",10753,A,78,,Y,
4138,Number of batches,11889,A,113,,Y,
4141,"Chlorine, free residual, total effluent",928,A,59,,Y,2
4146,"Isopropyl acetate, total effluent",10785,I,59,,Y,
4147,Methyl cellosolve,11281,A,59,,Y,
4150,o-Dichlorobenzene,10133,A,59,,Y,
4155,"Pentane, total effluent",8198,A,59,,Y,2
4157,Phosphorus [reactive as P],5889,A,59,,Y,1
4160,"Halocarbons, purgeable scan, effluent",11376,A,148,,N,
4161,"Halocarbons, purgeable scan, sludge",11376,A,148,,N,
4162,"Aromatic, purgeable scan, effluent",10830,A,148,,N,
4163,"Aromatic, purgeable scan, sludge",10830,A,148,,N,
4164,"Phenolic, total scan effluent",10397,A,148,,N,
4165,"Phenolic, total scan sludge",10397,A,148,,N,
4166,"PCB, total, scan effluent",10001,A,150,,Y,
4167,"PCB, total sludge, scan code",10001,A,148,,N,2
4174,Free liquids in sludge,11333,A,156,,N,
4175,"Phosphate, ortho [as P]",5878,A,59,,Y,1
4184,Triallate,11054,A,59,,Y,
4196,"U-236, total wtr",12461,A,9,,Y,
4223,Total residual ooxidant-discharge time,12416,A,51,,Y,
4224,"Dicyclohexylamine, total",11123,A,59,,Y,2
4239,"Misc. free oil in Western GOM, OCS",11682,A,42,,Y,
51100,"Nitrogen, total, as NO3, [water]",5713,A,59,,Y,
39514,"PCB-1016, bot. sed., dry weight",448,A,59,,Y,
39516,Polychlorinated biphenyls [PCBs],10001,A,59,,Y,2
39519,PCBs in bottom deps. [dry solids],10001,A,150,,Y,2
39524,Polybrominated diphenyl oxides,10902,A,59,,Y,2
39530,Malathion,10992,A,59,,Y,2
39540,Parathion,10407,A,59,,Y,2
39560,Demeton,12080,A,59,,Y,2
39570,Diazinon,10408,A,59,,Y,2
39580,Guthion,10406,A,59,,Y,2
39600,Methyl parathion,10409,A,59,,Y,2
39610,Mevinphos,10722,A,59,,Y,
39620,TEPP,11196,A,59,,Y,
39632,"Atrazine, dissolved",10015,A,59,,Y,2
39640,Captan,10704,A,59,,Y,2
39650,Diuron,12463,A,59,,Y,2
39700,Hexachlorobenzene,10159,A,59,,Y,2
39701,"Hexachlorobenzene, dry weight",10159,A,59,,Y,2
39702,Hexachlorobutadiene,10017,A,59,,Y,2
39705,"Hexachlorobutadiene, dry weight",10017,A,59,,Y,2
39720,Picloram,10737,A,59,,Y,
39730,"2,4-Dichlorophenoxyacetic acid",10080,A,59,,Y,2
39740,"2,4,5-T",10079,A,59,,Y,2
39750,Sevin,10681,A,59,,Y,2
39755,Mirex,10014,A,59,,Y,2
39760,Silvex,12156,A,59,,Y,2
39770,Dacthal,10023,A,59,,Y,2
39780,Dicofol,10946,A,59,,Y,
39782,Lindane,10228,A,59,,Y,2
39786,Trithion,12077,A,59,,Y,2
39793,Chloroethylenebisthiocyanate,12402,A,59,,Y,2
39794,Sodium pentachloro- phenate,12041,A,59,,Y,2
39800,Imidan,12074,A,78,,Y,
39810,".gamma.-Chlordane, whole water",10749,A,59,,Y,2
39930,Pyrethrins,12164,A,59,,Y,2
39941,Roundup,10297,A,59,,Y,2
39942,"Hydrocarbons, aromatic",10829,A,59,,Y,2
45013,Isopropyl acetate,10785,A,59,,Y,2
45019,Isooctane,11429,A,59,,Y,2
45022,Propyl acetate,10788,A,59,,Y,2
45025,Chlorofluoromethane,11662,A,59,,Y,
45028,Chlorodifluoromethane,11661,A,59,,Y,2
45040,N-Methylbenzenesulfonamide,10950,A,59,,Y,
45058,Methyl phenol,10394,A,59,N,Y,2
45097,Methylstyrene,10122,A,59,,Y,2
45100,Propanediol,12153,A,59,,Y,
45130,Alkyl benzene sulfonated [ABS],10954,A,59,,Y,2
45131,"Alkyl bensene sulfonates, linear [LAS]",10954,A,59,,Y,
45232,Chlorophenoxypropananol,10730,A,59,,Y,2
45265,1-Butanol,10026,A,59,,Y,2
45268,Methylenebisthiocyanate,12403,A,59,,Y,2
45316,"Butoxyethoxyethanol, total",10272,A,59,,Y,2
45364,Benzisothiazole,10636,A,59,,Y,2
45430,Methyl butenol,10743,A,59,,Y,
45501,"Petrol hydrocarbons, total recoverable",10307,A,59,N,Y,1
45504,"Hexane, sediment, dry weight",2049,A,59,,Y,
45597,Tetraethyl lead as alkyl lead,12100,A,59,,Y,
45599,"Temperature rise, length of excursion",12382,A,125,,Y,
45600,"Temperature, length of excursion",12386,A,127,,Y,
45601,"Equipment outage, length of downtime",11239,A,125,,Y,
45602,"Equipment outage, number of occurrences",11240,A,140,,Y,
45603,Fish feed used,11300,A,59,,Y,
45604,"Biomass, fish",200001221,A,59,,Y,
45613,"Floating solids, waste or visible foam-visual",11305,A,156,,N,
45614,Sanitary waste discharged-assessmnt,12197,A,156,,N,
45615,Intermittent discharge-assessment,11424,A,156,,N,
45670,Dinonyl phthalate,10632,A,59,,Y,
46000,Phenols,10397,A,59,,Y,2
46116,"Hydrocarbons, total gas chromatograph",11402,A,59,,Y,2
46225,Chloride,5033,A,59,,Y,1
46227,Organic Matter,2991,A,88,,Y,
46232,"Phosphorus, brays",5889,A,77,,Y,
46312,Diethylhexyl phthalate [DEHP],10005,I,59,,Y,2
46313,Phorate,12065,A,59,,Y,2
46314,Dimethoate,12068,A,59,,Y,
46315,Ethyl parathion,10407,A,59,,Y,2
46342,"Alachlor, dissolved",10775,A,59,,Y,2
46363,"cis-1,2-Dichloroethylene, total",10281,I,59,,Y,
46366,"2,2-Dichloropropane",12150,A,59,,Y,2
46390,Toxicity characteristic leaching procedure,12432,A,55,,N,
46391,"Zinc, total sludge",6352,A,101,,Y,
46392,"Nickel, total sludge",2741,A,101,,Y,
46393,"Lead, total sludge",6562,A,101,,Y,
46394,"Copper, dry weight",1165,A,101,,Y,2
51014,"Solids, suspended percent removal, dry",12241,A,16,Y,Y,1
51015,"Solids, suspended percent removal, wet",12242,A,16,Y,Y,1
51016,"BOD, 5 day carbonaceous, % rmvl, dry",10840,A,16,Y,Y,1
38825,KN methyl,11052,A,78,,Y,
38845,Metam-sodium,11053,A,59,,Y,2
38850,"Nabam, total",11049,A,78,,Y,
38855,Naled,12052,A,59,,Y,
38865,Oxamyl,10269,A,59,,Y,
38877,Tetrachlorvinphos [Stirofos],12054,A,59,,Y,2
38887,"Terbutryn, total",10653,A,78,,Y,
38892,"Triadimefon, total",10718,A,78,,Y,
38897,Trichloronate,12046,A,59,,Y,
38917,"Ziram, total",12516,A,78,,Y,
38925,Dechlorane plus,10672,A,59,,Y,2
38926,Endothall salts and esters,10763,A,78,,Y,
38927,Methamidophos,12050,A,78,,Y,
38928,Ethylene thiourea,10725,A,59,,Y,2
38933,Chlorpyrifos,12079,A,59,,Y,
39002,Benefin,10888,A,59,,Y,2
39007,Delnav,12072,A,59,,Y,2
39010,Disulfoton,10405,A,59,,Y,2
39013,Dyfonate,12045,A,59,,Y,
39017,Kelthane,10946,A,59,,Y,2
39030,Trifluralin,10879,A,59,,Y,2
39032,Pentachlorophenol,10396,A,59,,Y,2
39033,Atrazine,10015,A,59,,Y,2
39037,Propanil,12142,A,59,,Y,2
39043,"Chlor, phenoxy acid gp, none found",11085,A,59,,Y,2
39045,"2,4,5-TP[silvex] acids/salts, whole water sample",12158,A,59,,Y,2
39051,Methomyl,11274,A,59,,Y,2
39053,Aldicarb,12140,A,59,,Y,2
39055,Simazine,10649,A,59,,Y,
39058,Phosphated pesticides,12043,A,59,,Y,2
39084,Total purgeable halocarbons,11376,A,59,,Y,2
39100,Di[2-ethylhexyl] phthalate [DEHP],10005,A,59,,Y,2
39102,"Di[2-ethylhexyl] phthalate [DEHP], dry wgt",10005,A,59,,Y,2
39108,Chloral hydrate,10625,A,59,,Y,2
39109,"2,2-Dichlorovinyldimethyl phosphate",12053,A,59,,Y,2
39110,Di-n-butyl phthalate,10007,A,59,,Y,2
39112,"Di-n-butyl phthalate, dry weight",10007,A,59,,Y,2
39117,Phthalate esters,10630,A,59,,Y,2
39120,Benzidine,10508,A,59,,Y,2
39121,"Benzidine, dry weight",10508,A,59,,Y,2
39122,Dimethoxybenzidine,10607,A,59,,Y,2
39129,Chlorendic acid,10972,A,59,,Y,2
39131,Didecyl dimethyl ammonium chloride,10678,A,59,,Y,2
39150,Dichlone,10671,A,59,,Y,2
39161,Alachlor,10775,A,59,,Y,2
39175,Vinyl chloride,10282,A,59,,Y,2
39180,Trichloroethylene,10285,A,59,,Y,2
39300,"4,4'-DDT",10125,A,59,,Y,2
39305,"o,p'-DDT",10143,A,59,,Y,2
39310,"4,4'-DDD",10126,A,59,,Y,2
39320,"4,4'-DDE",10127,A,59,,Y,2
39330,Aldrin,10024,A,59,,Y,2
39333,"Aldrin, dry weight",10024,A,59,,Y,2
39336,.alpha.-BHC,11126,A,59,,Y,2
39337,.alpha.-BHC,11126,I,59,,Y,2
39338,.beta.-BHC,11127,A,59,,Y,2
39340,Gamma-BHC,10228,I,59,,Y,2
39344,.gamma.-BHC,10228,A,59,,Y,2
39348,"Chlordane, .alpha.-, whole water",10747,A,59,,Y,2
39350,Chlordane [tech mix. and metabolites],11080,A,59,,Y,2
39351,"Chlordane [tech mix & metabs], dry wgt",11080,A,59,,Y,2
39356,Metolachlor,10075,A,59,,Y,
39357,Ronnel,12083,A,59,,Y,
39360,DDD in whole water sample,10126,A,59,,Y,2
39365,DDE,10127,A,59,,Y,2
39370,DDT,10125,A,59,,Y,2
39373,"DDT, dry weight",10125,A,59,,Y,
39379,"DDT/DDD/DDE, sum of p,p' & o,p' isomers",11135,A,59,,Y,2
39380,Dieldrin,10039,A,59,,Y,2
39383,"Dieldrin, dry weight",10039,A,59,,Y,2
39388,"Endosulfan, total",10757,A,59,,Y,2
39389,"Endosulfan, bottom deposits, dry solids",10757,A,59,,Y,
39390,Endrin,10040,A,59,,Y,2
39398,Ethion,12073,A,59,,Y,2
39400,Toxaphene,4234,A,59,,Y,2
39403,"Toxaphene, dry weight",4234,A,59,,Y,2
39410,Heptachlor,10748,A,59,,Y,2
39420,Heptachlor epoxide,10716,A,59,,Y,2
39460,Chlorobenzilate,10942,A,59,,Y,2
39480,Methoxychlor,10899,A,59,,Y,2
39488,PCB-1221,4878,A,59,,Y,2
39492,PCB-1232,451,A,59,,Y,2
39495,"PCB-1232 bot. dep., dry solid",451,A,59,,Y,
39496,PCB-1242,4879,A,59,,Y,2
39499,"PCB-1242 bot. dep., dry solid",4879,A,59,,Y,
39500,PCB-1248,454,A,59,,Y,2
39502,Propham,11046,A,59,,Y,
39503,"PCB-1248, bot. dep.,dry solid",454,A,59,,Y,
61166,"Sodium, % total cations",12228,A,16,,Y,
46395,"Cadmium, dry weight",776,A,101,,Y,2
46396,Process to significntly reduce pathogens,12126,A,55,,N,
46397,Process to further reduce pathogens,12125,A,55,,N,
46461,"Dioxathion, total",12072,A,78,,Y,
46474,"Hydroxyquinoline, total",10766,A,59,,Y,2
46475,"4-Dodecene, total effluent",11214,A,59,,Y,
46476,"Diethylene glycol dinitrate, total",11276,A,59,,Y,2
46477,"Metrioltrinitrate, total",10667,A,59,,Y,2
46478,Equipment inspection - visual,11238,A,148,,N,
46481,"Chlordane, .alpha.-, dry weight",10747,A,59,,Y,
46485,".gamma.-Chlordane, dry weight",10749,A,59,,Y,
46529,Rainfall,3575,A,105,,Y,
47021,Methylene blue active substances,10475,A,59,,Y,1
47024,"BOD, 5-day, 20 deg C per cfs of streamflw",10845,A,107,,Y,1
47027,"Chloride, per cfs of streamflow",5033,A,107,,Y,1
48201,"Coliform, fecal MPN + membrane ftl 44.5 C",10287,A,22,,Y,
49013,Diffuser validation rpt % effl mix zone,11191,A,16,,Y,
49014,Sodium salt of acifluorofen,10962,A,59,,Y,
49016,Annual whole sludge application rate,10819,A,110,,Y,
49017,Ann. amt sludge disposed by other method,10812,A,57,,Y,
49018,Annual amt of sludge incinerated,10813,A,57,,Y,
49019,"Annual sludge production, total",10818,A,57,,Y,
49020,Annual amount of sludge land applied,10817,A,62,,Y,
49021,Annual amt. sludge disposed surface unit,10816,A,57,,Y,
49022,Annual amt sludge disposed in landfill,10815,A,57,,Y,
49023,Annual amt sludge transported interstate,10814,A,57,,Y,
49028,Unit w/liner/leachate collection system,11640,A,55,,N,
49029,Unit boundary to property line distance,12459,A,32,,Y,
49030,Compliance w/part 258 sludge requirement,11112,A,55,,N,
49031,"Selenium, sludge, total, dry weight [as Se]",3666,A,101,,Y,2
49132,"Effluent back pressure, discharge pipe",11231,A,17,,Y,
49146,"1,2-Dibromo-3-chloropropane",10416,A,59,,Y,
49153,"WWT drill fluids/cuttings, TDS",12488,A,59,,Y,
49154,"WWT drill fluids/cuttings, oil & grease",12496,A,59,,Y,
49155,"WWT drill fluids/cuttings, zinc",12493,A,59,,Y,
49156,"Well fluids, priority pollutants disch",12121,A,55,,N,
49157,"Formation test fluids, free oil",11328,A,42,,Y,
49158,"Excess cement slurry, free oil",11290,A,42,,Y,
49159,WWT drill fluids/cuttings free oil,12495,A,42,,Y,
49160,"Sanitary waste, BOD, 5-day",12195,A,59,,Y,
49161,"WWT drill fluids/cuttings, pH",12492,A,7,,N,
49162,"Well fluids, pH",12506,A,7,,N,
49163,"WWT drill fluids/cuttings, TSS",12489,A,59,,Y,
49164,"Sanitary waste, TSS",12196,A,59,,Y,
49165,"WWT drill fluids/cuttings, COD",12487,A,59,,Y,
49166,"WWT drill fluid/cutting, haz metal disch",12486,A,55,,N,
49167,"WWT drill fluids/cuttings, chromium",12491,A,59,,Y,
49168,"WWT drill fluids/cuttings, chlorides",12490,A,59,,Y,
49169,"Formation test fluids, pH",11329,A,7,,N,
49187,"Sanitary waste, fecal coliform",12198,A,22,,Y,
49206,Pentachloronitrobenzene,10935,I,59,,Y,
49220,Macroinvertebrate assessment,11647,A,55,,N,1
49263,"trans-1,4-Dichloro-2-butene",10720,A,59,,Y,
49293,"Norflurazon, total recoverable",10742,A,78,,Y,
49306,"Chlorothalonil, total recoverable",10656,A,78,,Y,
49311,"Bromoxynil, total recoverble",10966,A,78,,Y,
49489,"Glycol, total",10012,A,59,,Y,
49491,BTEX,10926,A,59,,Y,
49492,"Facility operated during month, # days",11139,A,134,,Y,
49494,"Permethrin, total",11132,A,59,,Y,2
49498,"Misc. discharges, free oil",11681,A,42,,Y,
49538,"1,1-Difluoroethane, total, water ug/L",11257,A,59,,Y,
49539,"Difluoromethane, total,water",11668,A,59,,Y,
49540,"Tetrafluroethane-1,1,1,2, total,water",11250,A,59,,Y,
49541,"1-Chloro-1,1,2,2,2-pentafluoroethane, water",11265,A,59,,Y,
49542,2-Methoxyethanol,11281,A,59,,Y,
49543,"N,N-Dimethylaniline",10120,A,59,,Y,
49561,"Silver, total dry weight, sludge mt",3714,A,101,,Y,
49562,Molinate,10035,A,59,,Y,
49563,Pebulate,10191,A,59,,Y,2
49564,Devrinol [Napropamide],12141,A,59,,Y,2
49565,"Arsenic total, dry weight, sludge",467,A,101,,Y,
49579,"Nitrogen, total Kjeldahl",2817,A,59,,Y,
49607,Ultraviolet light intensity,12457,A,34,,Y,
49699,"Betz slimicide C-31, total",12213,A,59,,Y,
49700,"Betz slimicide C-74, total",12214,A,59,,Y,
49702,Ammonium picrate,12008,A,59,,Y,
49813,"Flash point, deg C [40 CFR 403/261.21]",11302,A,2,,Y,
49875,Propylene glycol monobutyl ether,10729,A,59,,Y,
34408,Isophorone,10042,A,59,,Y,2
34411,"Isophorone, dry weight",10042,A,59,,Y,2
34413,Methyl bromide [Bromomethane],10337,A,59,,Y,2
34416,"Methyl bromide, dry weight",10337,A,59,,Y,2
34418,Methyl chloride [Chloromethane],10338,A,59,,Y,2
34421,"Methyl chloride, dry weight",10338,A,59,,Y,2
34423,Methylene chloride,10340,A,59,,Y,2
34425,"Methylene chloride, suspended",10340,A,59,,Y,2
34426,"Methylene chloride, dry weight",10340,A,59,,Y,2
34428,N-Nitrosodi-N-propylamine,10689,A,59,,Y,2
34431,"N-Nitrosodi-N-propylamine, dry weight",10689,A,59,,Y,2
34433,N-Nitrosodiphenylamine,10121,A,59,,Y,2
34436,"N-Nitrosodiphenylamine, dry weight",10121,A,59,,Y,2
34438,N-Nitrosodimethylamine [NDMA],10335,A,59,,Y,2
34441,"N-Nitrosodimethylamine, dry weight",10335,A,59,,Y,2
TTE3V,Static 1Hr Chronic Colobocentr. Atratus,4677,A,49,,Y,
TTE3W,Static 1Hr Chronic Tripneustes Gratilla,4677,A,49,,Y,
TTG3V,Static 1Hr Chronic Coloboentr. Atratus,4677,A,49,,Y,
TTG3W,Static 1Hr Chronic Tripneustes Gratilla,4677,A,49,,Y,
TTJ3L,Static 72Hr Chronic Strongyl. Purpuratus,4677,A,49,,Y,
TTJ3N,Static 72Hr Chronic Dendraster Excentri.,4677,A,49,,Y,
TTK1D,Static 48Hr Chronic Macrocystis Pyrifera,4677,A,49,,Y,
TTK3O,Static 48Hr Chronic Crassostrea Gigas,4677,A,49,,Y,
TTK3P,Static 48Hr Chronic Mytilis Edulis,4677,A,49,,Y,
TTK3R,Static 48Hr Chronic Haliotis Rufescens,4677,A,49,,Y,
TTL3N,Flow Thru 48Hr Chronic Dendraster Excentri.,4677,A,49,,Y,
TTP3B,Static Renewal 7-Day Chronic Ceriodaphnia dubia,4677,A,49,N,Y,
TTP3E,Static Renewal 7-Day Chronic Mysidopsis bahia,4677,A,49,N,Y,
TTP3Q,Static Renewal 7-Day Chronic Holmesimysis costata,4677,A,49,N,Y,
TTP6C,Static Renewal 7-Day Chronic Pimphales promelas,4677,A,49,N,Y,
TTP6J,Static Renewal 7-Day Chronic Menidia beryllina,4677,A,49,N,Y,
TTP6L,Static Renewal 7-Day Chronic Atherinops affinis,4677,A,49,N,Y,
TTR1A,Static 96Hr Chronic Selen. Capricornutum,4677,A,49,,Y,
TTR1F,Static 96Hr Chronic Thalassiosira Pseudonana Mar.Diat,4677,A,49,,Y,
TTS3L,Static 20Min Chronic Strongyl. Purpuratus,4677,A,49,,Y,
TUG3V,%Fert Static 1Hr Chronic Colobocentr. Atratus,4677,A,16,,Y,
TUG3W,%Fert Static 1Hr Chronic Tripneustes Gratilla,4677,A,16,,Y,
TUP3B,%Fert Statre 7Da Chronic Ceriodaphnia,4677,A,16,,Y,
TVP3B,%Repro Reduc Statre7D Chronic Ceriodaphnia,4677,A,16,,Y,
TVP3E,%Repro Reduc Statre 7D Mysid. Bahia,4677,A,16,,Y,
TVP3X,%Repr 7D Chronic Statre D. Ambigua,4677,A,16,,Y,
TWP3B,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,,N,
TWP3E,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,,N,
TWP6B,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,,N,
TWP6C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pinephales promelas,4677,A,55,,N,
70295,"Solids, total dissolved",4151,A,59,,Y,1
70296,"Solids, total dissolved [TDS]",4151,A,108,,Y,1
70297,"Solids, total susp. per 1000 gallons",12250,A,59,,Y,1
70300,"Solids, total dissolved- 180 deg. C",4151,A,59,,Y,1
70302,"Solids, dissolved- tons",12231,A,118,,Y,
70311,"pH, CaCO3 stability",12527,A,7,,N,
70314,Daconil [C8Cl4N2],10656,A,59,,Y,2
70316,Sediment sample [dry weight],12206,A,118,,Y,
70318,"Solids, total, percent",12258,A,16,,Y,
70319,"Solids, fixed, % of total solids",12236,A,16,,Y,
70321,"Sludge weight, wet",12223,A,120,,Y,
70322,"Solids, volatile % of total solids",12260,A,16,,Y,1
70324,"Solids, volatile susp., in mixed liquor",12261,A,59,,Y,1
70352,"Chloride, organic, total",5033,A,59,,Y,2
70353,"Organic halides, total",11908,A,59,,Y,2
70505,"Phosphate, total, color method [as P]",5889,A,59,,Y,1
70506,"Phosphate, dissolved color method [as P]",5878,A,59,,Y,1
70507,"Phosphorous, in total orthophosphate",5889,A,59,,Y,1
71204,Salmonella,12193,A,99,,Y,
71260,"Taxa, total number",12367,A,131,,Y,
71800,Urea,4419,A,59,,Y,2
71820,Density,11149,A,78,,Y,
71845,"Nitrogen, ammonia total [as NH4]",10809,A,59,,Y,1
78939,"Fuel, diesel, #1",10292,A,59,,Y,2
77924,2-Methylpentane,11992,A,59,,Y,2
TFA6E,Half Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TFB6E,HLF Pass/Fail Static 96Hr Acute Lepomis Macrochiru,4677,A,16,,Y,
TFC6E,HLF Pass/Fail Static 4Day Chronic Lepomis Macrochiru,4677,A,16,,Y,
TFD6E,HLF Pass/Fail Static 7Day Chronic Lepomis Macrochiru,4677,A,16,,Y,
TFE6E,Half Low Flow Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,
51017,"BOD, 5 day carbonaceous, % rmvl, wet",10841,A,16,Y,Y,1
51018,Permission to discharge,11998,A,55,,N,
51019,Kappa number,11430,A,128,,Y,
51020,"Organic nitrogen sludge, tot dry wt.",11909,A,59,,Y,
51022,"3,4,6-Trichloroguaiacol",12022,A,59,,Y,2
51024,"3,4,6-Trichlorocatechol",10635,A,59,,Y,2
51025,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",11185,A,59,,Y,2
51026,DMPA,12049,A,59,,Y,
51027,Cyclonite,10644,A,59,,Y,
51028,Sludge hydraulic loading,12217,A,142,,Y,
51029,Nalco Macrotrol 9210,11648,A,59,,Y,
51030,Spectrus CT 1300,12265,A,59,,Y,
51031,Terpineol,12392,A,59,,Y,
51032,Chlordane,10068,A,59,,Y,
51033,"N,N-Dimethyl-1-butanamine",10675,A,59,,Y,
51034,N-[Methylpropylidenepropanamine],10728,A,59,,Y,
51035,N-[Methylpropylidenepropanamine],10728,A,59,,Y,
51036,"4-Methyl-2,6-di-tert-butylphenol",12013,A,59,,Y,
51037,Dimethylpropylphenol,12001,A,59,,Y,
51038,4-t-Amyl-2-chlorophenol,12018,A,59,,Y,
51039,"Dichloro-4-[1,1-dimethylpropylphenol]",12039,A,59,,Y,
51040,E. coli,10251,A,22,,Y,
51041,"E. coli, colony forming units [CFU]",10251,A,22,,Y,
51042,Carbophenothion,12077,A,59,,Y,
51043,Ultraviolet light transmittance,12458,A,68,,Y,1
51044,"1,3-Dichloropropylene",10031,I,59,,Y,2
51045,.alpha.-Terpineol,10744,I,59,,Y,
51046,o-Cresol,12019,I,59,,Y,
51047,1-Ethoxy-2-methylpropane,12146,A,59,,Y,2
51048,"Elevation, top of mine pool",11236,A,105,,Y,
51049,Calgon H-130M,10678,A,59,,Y,
51050,"Wetland overflow, y/n response",12508,A,148,,N,
51051,"Tin, tri-organo-",12445,A,59,,Y,2
51052,"Herbaceous vegetation, presence",11390,A,55,,N,
51053,"Woody vegetation, presence",12512,A,55,,N,
51054,"Algae, presence",4819,A,55,,N,
51055,"Fish, presence",11301,A,55,,N,
51056,"Threatened & endangered species, presence",12408,A,55,,N,
51057,Terramycin,10726,A,59,,Y,
51058,Chromium III,10215,A,59,,Y,
51059,TMOA,11253,A,59,,Y,
51060,Rhodamine WT dye,12514,A,77,,Y,
51061,Flow [dry weather],11313,A,65,,Y,
51062,3-Phenoxylbenzyl,10931,A,59,,Y,
51063,Methallyloxyphenol,12017,A,59,,Y,
51064,Formalin,10288,A,59,,Y,
51065,Ammonium perfluoroctanoate,10363,A,59,,Y,
51066,Diquat product,11198,A,59,,Y,
51067,"Chloramine, total",11079,A,59,,Y,
51068,Potassium permanganate,11997,A,59,,Y,
51069,Hatchery flow treated [GPM],11382,A,65,,Y,
51070,"2,2-Dimethoxypropane",12151,A,59,,Y,
51071,t-Butyl alcohol,10050,I,59,,Y,2
51072,Delta pH,11148,A,7,,N,
51073,Bromodichloromethane,11660,A,59,,Y,
51074,Methylcyclopentane,11130,A,59,,Y,
51075,Syltherm,12300,A,59,,Y,
51076,Trimethylorthoformate,11674,A,59,,Y,
51077,N-Ethylaniline,10889,A,59,,Y,
51078,"Hydrogen sulfide, unionized",10309,A,59,,Y,1
51079,"Benzothiazole, 2-[methythio]-",10968,A,59,,Y,
51080,"1,2-Benzisothiazole, 3-methoxy-",10637,A,59,,Y,
51081,"Dibenzothiophene, 1,2,3,4-Tetrahydro-8-methyl-",11188,A,59,,Y,
51082,Larvin,11273,A,59,,Y,
51083,"Manure remaining, gallons",2428,A,64,,Y,
51084,"Nitrogen, total available [water]",2817,A,59,,Y,
51085,"Nitrogen, ammonia [NH3-N]",375,A,59,,Y,
51086,"Nitrogen, nitrate [NO3], [water]",5713,A,59,,Y,
51087,"Nitrogen, Kjeldahl, total [TKN] [water]",2817,A,59,,Y,
51088,"Manure, wet tons removed",2428,A,40,,Y,
51089,"Manure, wet tons remaining",2428,A,40,,Y,
51090,"Manure, wet tons total",2428,A,40,,Y,
51091,"Manure solids, percent total",2428,A,16,,Y,
51092,"Phosphate, total [P2O5], water",11195,A,59,,Y,
51093,"Nitrogen, total, as NO3, [sludge]",5713,A,31,,Y,
51094,"Nitrogen, total available, [sludge]",2817,A,31,,Y,
51095,"Nitrogen, ammonia [NH3-N], [sludge]",375,A,31,,Y,
51096,"Nitrogen, nitrate [NO3], [sludge]",5713,A,31,,Y,
51097,"Nitrogen, Kjeldahl, total [TKN], [sludge]",2817,A,31,,Y,
51098,"Potassium, total [K2O], [sludge]",12110,A,31,,Y,
51099,"Phosphate, total [P2O5], sludge",11195,A,31,,Y,
34032,Chlorinated methanes,11675,A,59,,Y,2
34033,Chlorinated ethanes,11264,A,59,,Y,2
34641,4-Chlorophenyl phenyl ether,10916,A,59,,Y,2
34646,4-Nitrophenol,10389,A,59,,Y,2
34649,"4-Nitrophenol, dry weight",10389,A,59,,Y,
34653,"p,p'-DDE - dissolved",10127,A,59,,Y,2
34655,"p,p'-DDT, dissolved",10125,A,59,,Y,2
34657,"4,6-Dinitro-o-cresol",10384,A,59,,Y,2
34668,Dichlorodifluoromethane,11666,A,59,,Y,2
34671,PCB-1016,448,A,59,,Y,2
