Appendix A: Final 2024 303(d) List ,,,,,,,,,,,,,,,,,,,,,,,,
Regional Board,Regional Board Name,Waterbody Name,Waterbody ID,Waterbody Type,Estimated Size Affected,Unit,Integrated Report Category,Water Body CALWNUMS,Water Body Reach Codes,Water Body WBD Codes,Waterbody Counties,Decision ID,Pollutant,Pollutant Category,Sources,Final Listing Decision,Decision Status,TMDL Requirement Status,TMDL Project Name,Expected TMDL Completion Date,Expected Attainment Date,Date TMDL Approved by USEPA,Implementation Action Other than a TMDL,Comments
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,132408,Chlordane,Pesticides,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,132410,Copper,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,This listing was made by USEPA.
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,149151,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,"This decision was based on exceedances of the 6-week Enterococcus Geomean Objective at three stations, Motherâ€™s Beach (BHH15), Anderson Street Marina (MHH14) and Sunset Aquatic Marina (MHH07), 70 of 342 samples, 48 of 281 samples, and 65 of 340 samples, respectively.  Additionally, 62% of all sampling stations (8 of 13) in Huntington Harbour failed to meet the STV objectives during the period considered for this listing cycle.  This is ample evidence that there is a continuing input of fecal contamination that has not yet been identified and mitigated."
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,132412,Lead,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,132414,PCBs (Polychlorinated biphenyls),Toxic Organics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,This listing was made by USEPA.
8,Regional Board 8 - Santa Ana Region,Huntington Harbour,CAB8011100019990323095254,Bay & Harbor,372.61,Acres,5,4801.11,,1.81E+11,Orange,76729,Toxicity,Total Toxics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2025,,,,
8,Regional Board 8 - Santa Ana Region,Little Corona Del Mar Beach,CAX8011400020021003092240,Coastal & Bay Shoreline,0.13,Miles,5,4801.11,"18070204000227, 18070204000524",1.81E+11,Orange,149153,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,"While this decision was based on a sufficient number of exceedances of the Total Coliform 90th percentile objective and the Total Coliform median objective for the SHEL beneficial use, it should be noted that the Santa Ana Water Board considers this waterbody-pollutant combination lowest priority for TMDL development as the water quality objective for the SHEL beneficial use has been determined by the State Water Board to require updating."
8,Regional Board 8 - Santa Ana Region,Los Trancos Creek (Crystal Cove Creek),CAR8011100020021009083737,River & Stream,3.18,Miles,5,4801.11,"18070204000180, 18070204000181",1.81E+11,Orange,149154,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Morning Canyon Creek,CAR8011100020011119091625,River & Stream,1.08,Miles,5,4801.11,1.81E+13,1.81E+11,Orange,149159,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Mountain Home Creek,CAR8015800019990211111513,River & Stream,3.83,Miles,5,4801.58,"18070203001349, 18070203001350, 18070203001351, 18070203001352, 18070203001353",1.81E+11,San Bernardino,149160,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,"Mountain Home Creek, East Fork",CAR8015800019990211111904,River & Stream,5.23,Miles,5,4801.58,"18070203005886, 18070203005887",1.81E+11,San Bernardino,149161,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,132424,Copper,Metals,Marinas and Recreational Boating,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2023,,,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,70413,Toxicity,Total Toxics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2019,,,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,132476,Copper,Metals,Marinas and Recreational Boating,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2023,,,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,69700,Toxicity,Total Toxics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Newport Slough,CAR8011100020011107123409,River & Stream,1,Miles,5,4801.11,"18070203006264, 18070203006277",1.81E+11,Orange,149165,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,153775,Benthic Community Effects,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,149168,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,132712,Toxicity,Total Toxics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,132708,pH,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,San Antonio Creek,CAR8012100019991013144655,River & Stream,21.57,Miles,5,"4481.210000, 4481.220000, 4481.230100, 4481.230100, 4481.230100, 4481.230200, 4801.210000, 4801.230100, 4801.230100, 4801.230100, (Total Count: 11)","18070203000308, 18070203000309, 18070203000310, 18070203000311, 18070203000311, 18070203000312, 18070203000313, 18070203000314, 18070203000315, 18070203000316, (Total Count: 27)","180702030701, 180702030701, 180702030701, 180702030701, 180702030702","Los Angeles, San Bernardino",150263,pH,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2021,,,,
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 1,CAR8011100019990211131732,River & Stream,8.63,Miles,5,4801.11,"18070204000011, 18070204000012, 18070204000228, 18070204000336, 18070204000367, 18070204000368, 18070204000369, 18070204000372","180702040102, 180702040103",Orange,153773,Benthic Community Effects,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 1,CAR8011100019990211131732,River & Stream,8.63,Miles,5,4801.11,"18070204000011, 18070204000012, 18070204000228, 18070204000336, 18070204000367, 18070204000368, 18070204000369, 18070204000372","180702040102, 180702040103",Orange,149171,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 2,CAR8011100019990211130358,River & Stream,4.99,Miles,5,4801.11,"18070204000013, 18070204000013, 18070204000014, 18070204000014, 18070204000017, 18070204000017, 18070204000031, 18070204000031, 18070204000032, 18070204000032, (Total Count: 22)",1.81E+11,Orange,153829,Benthic Community Effects,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Santa Ana River Reach 6,CAR8015700020080921214849,River & Stream,22.92,Miles,5,"4801.570000, 4801.720000","18070203000201, 18070203000202, 18070203000203, 18070203000204, 18070203000205, 18070203000206, 18070203000207, 18070203000208, 18070203000209, 18070203000210, (Total Count: 38)","180702030201, 180702030202, 180702030502, 180702030507",San Bernardino,133263,Cadmium,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Santa Ana River Reach 6,CAR8015700020080921214849,River & Stream,22.92,Miles,5,"4801.570000, 4801.720000","18070203000201, 18070203000202, 18070203000203, 18070203000204, 18070203000205, 18070203000206, 18070203000207, 18070203000208, 18070203000209, 18070203000210, (Total Count: 38)","180702030201, 180702030202, 180702030502, 180702030507",San Bernardino,132389,Copper,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Santa Ana River Reach 6,CAR8015700020080921214849,River & Stream,22.92,Miles,5,"4801.570000, 4801.720000","18070203000201, 18070203000202, 18070203000203, 18070203000204, 18070203000205, 18070203000206, 18070203000207, 18070203000208, 18070203000209, 18070203000210, (Total Count: 38)","180702030201, 180702030202, 180702030502, 180702030507",San Bernardino,132390,Lead,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,"Santa Ana River, Reach 3",CAR8012100019990211140353,River & Stream,27.92,Miles,5,"4801.210000, 4801.210000, 4801.210000, 4801.210000, 4801.270000","18070203000056, 18070203000058, 18070203000058, 18070203000060, 18070203000060, 18070203000062, 18070203000063, 18070203000065, 18070203000066, 18070203000067, (Total Count: 47)","180702030804, 180702030804, 180702030804, 180702030804",Riverside,132770,Copper,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,"Santa Ana River, Reach 3",CAR8012100019990211140353,River & Stream,27.92,Miles,5,"4801.210000, 4801.210000, 4801.210000, 4801.210000, 4801.270000","18070203000056, 18070203000058, 18070203000058, 18070203000060, 18070203000060, 18070203000062, 18070203000063, 18070203000065, 18070203000066, 18070203000067, (Total Count: 47)","180702030804, 180702030804, 180702030804, 180702030804",Riverside,132779,Lead,Metals,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,"Santa Ana River, Reach 4",CAR8012700019990211142130,River & Stream,7.42,Miles,5,"4801.270000, 4801.440000","18070203000058, 18070203000060, 18070203000073, 18070203001695, 18070203001700, 18070203001701, 18070203001702, 18070203002386, 18070203002416, 18070203002753, (Total Count: 16)",1.81E+11,"Riverside, San Bernardino",149175,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Seal Beach (Orange County),CAX8011100019991013160405,Coastal & Bay Shoreline,1.59,Miles,5,"4405.120000, 4405.120000, 4405.150000, 4405.150000, 4412.100000, 4801.110000, 4801.110000, 4801.110000",1.81E+13,"180701060703, 180702010002",Orange,149177,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,"REC-1 beneficial use impairment at OSB02 and OSB03.  While this decision was based on a sufficient number of exceedances of the Total Coliform 90th percentile objective and the median objective for the SHEL beneficial use, it should be noted that the Santa Ana Water Board considers this waterbody-pollutant combination lowest priority for TMDL development as the water quality objective for the SHEL beneficial use has been determined by the State Water Board to require updating."
8,Regional Board 8 - Santa Ana Region,Serrano Creek,CAR8011100020080921203908,River & Stream,7.44,Miles,5,4801.11,"18070204000481, 18070204000498",1.81E+11,Orange,73597,Ammonia (Unionized),Nutrients,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Original,5A,,2021,,,,
8,Regional Board 8 - Santa Ana Region,Serrano Creek,CAR8011100020080921203908,River & Stream,7.44,Miles,5,4801.11,"18070204000481, 18070204000498",1.81E+11,Orange,152851,Benthic Community Effects,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Serrano Creek,CAR8011100020080921203908,River & Stream,7.44,Miles,5,4801.11,"18070204000481, 18070204000498",1.81E+11,Orange,149178,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Serrano Creek,CAR8011100020080921203908,River & Stream,7.44,Miles,5,4801.11,"18070204000481, 18070204000498",1.81E+11,Orange,133307,pH,Other Cause,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Silverado Creek,CAR8011200019990211132556,River & Stream,10.84,Miles,5,4801.12,"18070203000027, 18070203000035, 18070203000036, 18070203000037, 18070203000870, 18070203000871, 18070203000872, 18070203002904",1.81E+11,Orange,132737,Toxicity,Total Toxics,A Source Unknown,Do Not Delist from 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Chino Creek Reach 1B (Mill Creek confl to start of concrete lined channel),CAR8012100020080715104015,River & Stream,5.62,Miles,5,4801.21,"18070203000302, 18070203000305, 18070203002383, 18070203002384, 18070203002429, 18070203002430","180702030703, 180702030706","Riverside, San Bernardino",149139,Indicator Bacteria,Pathogens,Agriculture   Dairies   Urban Runoff/Storm Sewers,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Middle Santa Ana River Watershed Bacterial Indicator TMDLs,,,5/16/07,,
8,Regional Board 8 - Santa Ana Region,Chino Creek Reach 2 (Beginning of concrete channel to confl w San Antonio Creek),CAR8012100019990211094451,River & Stream,3.8,Miles,5,4801.21,1.81E+13,"180702030702, 180702030703",San Bernardino,149140,Indicator Bacteria,Pathogens,Unknown Nonpoint Source,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Middle Santa Ana River Watershed Bacterial Indicator TMDLs,,,5/16/07,,
8,Regional Board 8 - Santa Ana Region,Mill Creek (Prado Area),CAR8012100019990211144540,River & Stream,1.55,Miles,5,4801.21,1.81E+13,1.81E+11,"Riverside, San Bernardino",149157,Indicator Bacteria,Pathogens,Dairies,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Middle Santa Ana River Watershed Bacterial Indicator TMDLs,,,5/16/07,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,132422,Chlordane,Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,149250,DDT (Dichlorodiphenyltrichloroethane),Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,149162,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Fecal Coliform TMDL,,,2/28/00,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Lower (entire lower bay, including Rhine Channel, Turning Basin and South Lido Channel to east end of H-J Moorings)",CAB8011400019990322141859,Bay & Harbor,106.55,Acres,5,"4801.110000, 4801.110000, 4801.140000, 4801.140000",,"180702040201, 180702040202",Orange,132434,PCBs (Polychlorinated biphenyls),Toxic Organics,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,132474,Chlordane,Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,149251,DDT (Dichlorodiphenyltrichloroethane),Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,149163,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Fecal Coliform TMDL,,,1/1/00,,
8,Regional Board 8 - Santa Ana Region,"Newport Bay, Upper (Ecological Reserve)",CAE8011400019990323090803,Estuary,87.93,Acres,5,"4801.110000,  4801.140000",,"180702040103, 180702040201",Orange,132488,PCBs (Polychlorinated biphenyls),Toxic Organics,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,149253,DDT (Dichlorodiphenyltrichloroethane),Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,Peters Canyon Wash (Orange County),CAR8011100020050602204221,River & Stream,6.77,Miles,5,4801.11,"18070204000158, 18070204000220, 18070204000221, 18070204000223, 18070204000503, 18070204000509, 18070204000520","180702040101, 180702040103",Orange,132710,Selenium,Metals,Natural Sources,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,"TMDLs for Selenium in Freshwater, Newport Bay Watershed",,,6/20/19,,
8,Regional Board 8 - Santa Ana Region,Prado Park Lake,CAL8012100019991013112737,Lake & Reservoir,59.24,Acres,5,4801.21,1.81E+13,1.81E+11,San Bernardino,97818,Indicator Bacteria,Pathogens,A Source Unknown,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Original,5B,Middle Santa Ana River Watershed Bacterial Indicator TMDLs,,,5/16/07,,"As a result of revisions to Region 8's Basin Plan, Enterococcus, Fecal Coliform and Total Coliform objectives no longer apply to the REC 1 Beneficial Use for fresh waters in Region 8. It should be noted that these Enterococcus, Fecal Coliform and Total Coliform LOEs will be retired."
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 1,CAR8011100019990211131732,River & Stream,8.63,Miles,5,4801.11,"18070204000011, 18070204000012, 18070204000228, 18070204000336, 18070204000367, 18070204000368, 18070204000369, 18070204000372","180702040102, 180702040103",Orange,149257,DDT (Dichlorodiphenyltrichloroethane),Pesticides,See TMDL documentation,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Organochlorine Compounds TMDL,,,11/12/13,,
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 1,CAR8011100019990211131732,River & Stream,8.63,Miles,5,4801.11,"18070204000011, 18070204000012, 18070204000228, 18070204000336, 18070204000367, 18070204000368, 18070204000369, 18070204000372","180702040102, 180702040103",Orange,132633,Toxicity,Total Toxics,Unknown Nonpoint Source,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Diazinon/Chlorpyrifos TMDLs,,,2/13/04,,
8,Regional Board 8 - Santa Ana Region,San Diego Creek Reach 2,CAR8011100019990211130358,River & Stream,4.99,Miles,5,4801.11,"18070204000013, 18070204000013, 18070204000014, 18070204000014, 18070204000017, 18070204000017, 18070204000031, 18070204000031, 18070204000032, 18070204000032, (Total Count: 22)",1.81E+11,Orange,132599,Toxicity,Total Toxics,Unknown Nonpoint Source,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Newport Bay Watershed Diazinon/Chlorpyrifos TMDLs,,,2/13/04,,Although the diazinon/chlorpyrifos TMDL was developed and implemented to also address unknown toxicity; new data assessed suggests that the pollutants addressed in this TMDL were not the only pollutants causing toxicity.  The toxicity LOE (82244) states that the toxicity tests that exhibited significant toxicity included Ceriodaphnia reproduction and Hyallela survival.  Toxicity to hyallela could suggest pyrethroid-related toxicity.
8,Regional Board 8 - Santa Ana Region,"Santa Ana River, Reach 3",CAR8012100019990211140353,River & Stream,27.92,Miles,5,"4801.210000, 4801.210000, 4801.210000, 4801.210000, 4801.270000","18070203000056, 18070203000058, 18070203000058, 18070203000060, 18070203000060, 18070203000062, 18070203000063, 18070203000065, 18070203000066, 18070203000067, (Total Count: 47)","180702030804, 180702030804, 180702030804, 180702030804",Riverside,149174,Indicator Bacteria,Pathogens,Dairies,Do Not Delist from 303(d) list (being addressed with USEPA approved TMDL),Revised,5B,Middle Santa Ana River Watershed Bacterial Indicator TMDLs,,,5/16/07,,
8,Regional Board 8 - Santa Ana Region,Anaheim Bay,CAB8011100019990308101956,Bay & Harbor,402.015,Acres,5,80111000,,,Orange,69290,Nickel,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,This listing was made by USEPA.
8,Regional Board 8 - Santa Ana Region,Anaheim Bay,CAB8011100019990308101956,Bay & Harbor,402.015,Acres,5,80111000,,,Orange,69325,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,
8,Regional Board 8 - Santa Ana Region,Balboa Beach,CAX8011400020021003083908,Coastal & Bay Shoreline,1.84,Miles,5,4801.11,1.81E+13,1.81E+11,Orange,68394,DDT (Dichlorodiphenyltrichloroethane),Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,
8,Regional Board 8 - Santa Ana Region,Balboa Beach,CAX8011400020021003083908,Coastal & Bay Shoreline,1.84,Miles,5,4801.11,1.81E+13,1.81E+11,Orange,69811,Dieldrin,Pesticides,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,
8,Regional Board 8 - Santa Ana Region,Balboa Beach,CAX8011400020021003083908,Coastal & Bay Shoreline,1.84,Miles,5,4801.11,1.81E+13,1.81E+11,Orange,69606,PCBs (Polychlorinated biphenyls),Toxic Organics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,
8,Regional Board 8 - Santa Ana Region,Big Bear Lake,CAL8017100019990208151909,Lake & Reservoir,2820.27,Acres,5,4801.71,"18070203006409, 18070203006410","180702030102, 180702030103",San Bernardino,152000,Anatoxin-A,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Big Bear Lake,CAL8017100019990208151909,Lake & Reservoir,2820.27,Acres,5,4801.71,"18070203006409, 18070203006410","180702030102, 180702030103",San Bernardino,152831,Microcystins,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Revised,5A,,2037,,,,
8,Regional Board 8 - Santa Ana Region,Bolsa Bay Marsh,CAE8011100019991012164616,Estuary,25.6,Acres,5,4801.11,1.81E+13,1.81E+11,Orange,94571,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Bolsa Chica Channel,CAR8011100020080921212001,River & Stream,5.16,Miles,5,4801.11,"18070201000030, 18070201000033",1.81E+11,Orange,73788,Ammonia (Unionized),Nutrients,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
8,Regional Board 8 - Santa Ana Region,Bolsa Chica Channel,CAR8011100020080921212001,River & Stream,5.16,Miles,5,4801.11,"18070201000030, 18070201000033",1.81E+11,Orange,77494,pH,Other Cause,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2021,,,,
8,Regional Board 8 - Santa Ana Region,Bolsa Chica Ecological Reserve,CAE8011100019991012162811,Estuary,238.958,Acres,5,80111000,,,Orange,94747,Toxicity,Total Toxics,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2027,,,,
8,Regional Board 8 - Santa Ana Region,Bolsa Chica State Beach,CAX8011100019991012170142,Coastal & Bay Shoreline,2.64,Miles,5,4801.11,1.81E+13,1.81E+11,Orange,75648,Copper,Metals,A Source Unknown,List on 303(d) list (TMDL required list),Original,5A,,2019,,,,This listing was made by USEPA.
