"FACILITY_DOCUMENT_COST_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_ID","DOCUMENT_TYPE","NEEDS_CATEGORY","COST_METHOD","BASE_AMOUNT","OFFICIAL_AMOUNT","SOLUTION_YEAR_START","SOLUTION_YEAR_END","SSO_FLAG","TREATMENT_PLANT_TYPE","SSA_FLAG"
36319,"06000000256",3611380,"CA",11843,"101d","XII","Decentralized",,54193614,,,"","","Y"
36389,"06005329001",1175773,"CA",12798,"3","I","Documented",3746000,4039616,,,"N","",""
36392,"06000000275",3611399,"CA",12801,"101d","XII","Decentralized",,4111947,,,"","","Y"
10684,"06022012001",3514318,"CA",4765,"20","VI-A","Documented",16622700,16164972,,,"","",""
10685,"06022012001",3514318,"CA",4765,"20","VI-B","Documented",545000,529993,,,"","",""
7241,"06002024001",1175282,"CA",3249,"20","II","Documented",22655000,23443142,,,"N","",""
7242,"06002024001",1175282,"CA",3249,"20","III-B","Documented",10381000,10742143,,,"N","",""
14567,"06005249003",1175735,"CA",5853,"20","III-B","Documented",11795000,11894250,,,"N","",""
14568,"06005249003",1175735,"CA",5853,"20","X","Documented",1125000,1134466,,,"","",""
4161,"06005249003",1175735,"CA",5853,"20","II","Documented",4689167,4728624,,,"N","",""
4341,"06000000172",3609151,"CA",5968,"20","VI-A","Documented",1800000,1800000,,,"","",""
14773,"06000000172",3609151,"CA",5968,"20","VI-C","Documented",1000000,1000000,,,"","",""
30333,"06008071001",1176017,"CA",10799,"20","III-B","Documented",1531296,1645835,,,"N","",""
45230,"06000000305",3612766,"CA",17029,"1","I","Documented",116656361,114077378,,,"N","",""
47668,"06000000287",3611411,"CA",18017,"101d","XII","Decentralized",,31879870,,,"","","Y"
6929,"06009031004",1176069,"CA",3148,"20","II","Documented",38988867,36998076,,,"N","",""
48644,"06000000245",3611369,"CA",18174,"101d","XII","Decentralized",,69886792,,,"","","Y"
4182,"06007003001",1175910,"CA",12124,"20","I","Documented",28696430,31003247,,,"N","",""
4183,"06007003001",1175910,"CA",12765,"20","III-B","Documented",200000,189765,,,"N","",""
26693,"06005062001",1175583,"CA",10352,"20","I","Documented",6823883,6474687,,,"N","Secondary Mechanical",""
26694,"06005062001",1175583,"CA",10352,"20","III-B","Documented",3175000,3012527,,,"N","",""
40792,"06000000300",3612651,"CA",14809,"3","I","Documented",2000000,1869087,,,"N","",""
13435,"06000000147",3608839,"CA",5437,"20","VII-E","Documented",290000,311692,,,"","",""
8695,"06002022001",1175280,"CA",4080,"20","III-B","Documented",3400000,3501438,,,"N","",""
18111,"06000000202",3609600,"CA",7229,"20","VI-A","Documented",9594867,9928662,,,"","",""
13392,"06005061001",1238816,"CA",5422,"20","II","Documented",18950000,20367436,,,"N","",""
13393,"06005061001",1238816,"CA",5422,"20","III-B","Documented",3726000,4004700,,,"N","",""
13394,"06005061001",1238816,"CA",5422,"20","IV-B","Documented",1100000,1182279,,,"N","",""
28831,"06000000289",3611431,"CA",10595,"20","VI-A","Documented",10700000,10325500,,,"","",""
39092,"06000000249",3611373,"CA",14192,"101d","XII","Decentralized",,47776915,,,"","","Y"
40934,"06001079001",1175232,"CA",14874,"3","II","Documented",18650000,20140231,,,"N","",""
36330,"06000000257",3611381,"CA",11845,"101d","XII","Decentralized",,42620662,,,"","","Y"
33652,"06003075001",1175442,"CA",11355,"3","III-B","Documented",4400000,4021975,,,"N","",""
45228,"06000000314",3613153,"CA",17027,"1","X","Documented",5000000,5258494,,,"","",""
44839,"06000000311",3613059,"CA",16845,"1","II","Documented",20340000,19450440,,,"N","",""
32127,"06002063002",1175323,"CA",11050,"20","II","Documented",500000,457810,,,"N","",""
32128,"06002063002",1175323,"CA",11050,"20","III-B","Documented",500000,457810,,,"N","",""
46266,"06000000267",3611391,"CA",17502,"101d","XII","Decentralized",,81268749,,,"","","Y"
30393,"06002018001",1175277,"CA",10808,"20","III-B","Documented",1350000,1280917,,,"N","",""
34226,"06003014001",1175382,"CA",11568,"20","I","Documented",9185000,8409956,,,"N","Secondary Mechanical",""
42760,"06000000303",3612732,"CA",15764,"1","I","Documented",140000,135100,,,"N","",""
44330,"06000000248",3611372,"CA",16604,"101d","XII","Decentralized",,38481525,,,"","","Y"
45857,"06000000231",3611355,"CA",17310,"101d","XII","Decentralized",,50257137,,,"","","Y"
44841,"06000000313",3613126,"CA",16847,"1","X","Documented",22150000,20631827,,,"","",""
30392,"06022018001",2838060,"CA",10808,"20","VI-A","Documented",3105000,2842995,,,"","",""
36394,"06000000280",3611404,"CA",12805,"101d","XII","Decentralized",,14620258,,,"","","Y"
46244,"06000000277",3611401,"CA",17496,"101d","XII","Decentralized",,36957762,,,"","","Y"
49843,"06000000254",3611378,"CA",18548,"101d","XII","Decentralized",,50338723,,,"","","Y"
29602,"06000000290",3611459,"CA",10657,"20","VI-A","Documented",26989291,26821704,,,"","",""
36293,"06000000241",3611365,"CA",10942,"101d","XII","Decentralized",,31381993,,,"","","Y"
44457,"06000000279",3611403,"CA",16662,"101d","XII","Decentralized",,46725940,,,"","","Y"
44458,"06000000148",3608849,"CA",16663,"101d","XII","Decentralized",,50457644,,,"","","Y"
40832,"06005360001",1238827,"CA",14840,"3","I","Documented",282900,298248,,,"N","",""
56154,"06006009001",1175862,"CA",3418,"20","X","Documented",300000,284648,,,"","",""
44363,"06000000284",3611408,"CA",16622,"101d","XII","Decentralized",,45753575,,,"","","Y"
29596,"06005197001",1175701,"CA",10657,"20","I","Documented",6200000,6161502,,,"N","Secondary Mechanical",""
29597,"06005197001",1175701,"CA",10657,"20","III-B","Documented",9700858,9640622,,,"N","",""
45055,"06000000253",3611377,"CA",16945,"101d","XII","Decentralized",,27054004,,,"","","Y"
46284,"06000000270",3611394,"CA",17510,"101d","XII","Decentralized",,30271219,,,"","","Y"
51120,"06000000282",3611406,"CA",18929,"101d","XII","Decentralized",,44758223,,,"","","Y"
31251,"06003053001",1175421,"CA",10940,"20","I","Documented",2026000,1855043,,,"N","Secondary Mechanical",""
31252,"06003053001",1175421,"CA",10940,"20","III-B","Documented",2837000,2597609,,,"N","Secondary Mechanical",""
46233,"06000000235",3611359,"CA",17485,"101d","XII","Decentralized",,21130842,,,"","","Y"
37365,"06002079001",3480210,"CA",13320,"20","III-B","Documented",5088750,5478881,,,"N","",""
39095,"06000000274",3611398,"CA",14195,"101d","XII","Decentralized",,75204359,,,"","","Y"
34474,"06005200001",1175704,"CA",11720,"20","II","Documented",6025000,6277669,,,"N","Secondary Mechanical",""
37723,"06000000240",3611364,"CA",10938,"101d","XII","Decentralized",,11422077,,,"","","Y"
34527,"06002060003",1175317,"CA",11735,"20","III-B","Documented",1940000,1776300,,,"N","Secondary Mechanical",""
34528,"06002060003",1175317,"CA",11735,"20","X","Documented",550000,503590,,,"","Secondary Mechanical",""
36314,"06000000252",3611376,"CA",11838,"101d","XII","Decentralized",,33613540,,,"","","Y"
36385,"06005022001",1175543,"CA",12790,"3","II","Documented",13972500,12799526,,,"N","",""
36393,"06000000276",3611400,"CA",12803,"101d","XII","Decentralized",,27347715,,,"","","Y"
39136,"06000000269",3611393,"CA",14215,"101d","XII","Decentralized",,30632603,,,"","","Y"
27991,"06005234001",1238821,"CA",10495,"20","II","Documented",13590000,12896088,,,"N","Secondary Mechanical",""
27992,"06005234001",1238821,"CA",10495,"20","III-B","Documented",40091000,38043934,,,"N","Secondary Mechanical",""
